image,label,question,word,wordLabels
2363418.jpg,1,what color is the grass,grass,1 1 1 1 0
2410837.jpg,2,what color is the grass,grass,1 1 1 1 1
2375763.jpg,1,where are the clouds,clouds,1 1 1 0
2410837.jpg,2,where are the clouds,clouds,1 1 1 1
2319974.jpg,1,what animal can be seen in the distance,distance,1 1 1 1 1 1 1 0
2410837.jpg,2,what animal can be seen in the distance,distance,1 1 1 1 1 1 1 1
2391564.jpg,1,what are in the distance,distance,1 1 1 1 0
2410837.jpg,2,what are in the distance,distance,1 1 1 1 1
2351607.jpg,1,what kind of trees,trees,1 1 1 0
2410837.jpg,2,what kind of trees,trees,1 1 1 1
2380058.jpg,1,what is a group of giraffes called,giraffes,1 1 1 1 1 0 1
2410837.jpg,2,what is a group of giraffes called,giraffes,1 1 1 1 1 1 1
2366181.jpg,1,what is in the sky,sky,1 1 1 1 0
2410837.jpg,2,what is in the sky,sky,1 1 1 1 1
2363180.jpg,1,what is the short grass color,grass,1 1 1 1 0 1
2410837.jpg,2,what is the short grass color,grass,1 1 1 1 1 1
2368888.jpg,1,what is the sky color,sky,1 1 1 0 1
2410837.jpg,2,what is the sky color,sky,1 1 1 1 1
2393287.jpg,1,what is the clouds color,clouds,1 1 1 0 1
2410837.jpg,2,what is the clouds color,clouds,1 1 1 1 1
2326208.jpg,1,what color is the table,table,1 1 1 1 0
2395842.jpg,2,what color is the table,table,1 1 1 1 1
2352234.jpg,1,where is the napkin,napkin,1 1 1 0
2395842.jpg,2,where is the napkin,napkin,1 1 1 1
2415910.jpg,1,what is on the plate,plate,1 1 1 1 0
2395842.jpg,2,what is on the plate,plate,1 1 1 1 1
2340494.jpg,1,what is on the table,table,1 1 1 1 0
2395842.jpg,2,what is on the table,table,1 1 1 1 1
2344158.jpg,1,what is on the table,table,1 1 1 1 0
2395842.jpg,2,what is on the table,table,1 1 1 1 1
2406804.jpg,1,what is on the table,table,1 1 1 1 0
2395842.jpg,2,what is on the table,table,1 1 1 1 1
2346776.jpg,1,what is on the table,table,1 1 1 1 0
2395842.jpg,2,what is on the table,table,1 1 1 1 1
2368534.jpg,1,what is on the table,table,1 1 1 1 0
2395842.jpg,2,what is on the table,table,1 1 1 1 1
2379374.jpg,1,what is on top of the rice,rice,1 1 1 1 1 1 0
2395842.jpg,2,what is on top of the rice,rice,1 1 1 1 1 1 1
2316863.jpg,1,what is on the plate,plate,1 1 1 1 0
2395842.jpg,2,what is on the plate,plate,1 1 1 1 1
2410315.jpg,1,what is to the right of the plate,plate,1 1 1 1 1 1 1 0
2395842.jpg,2,what is to the right of the plate,plate,1 1 1 1 1 1 1 1
2346879.jpg,1,what shape is the plate,plate,1 1 1 1 0
2395842.jpg,2,what shape is the plate,plate,1 1 1 1 1
2415929.jpg,1,what is above the plate,plate,1 1 1 1 0
2395842.jpg,2,what is above the plate,plate,1 1 1 1 1
2351199.jpg,1,where is the fork,fork,1 1 1 0
2395842.jpg,2,where is the fork,fork,1 1 1 1
2368429.jpg,1,what fruit is on the plate,plate,1 1 1 1 1 0
2395842.jpg,2,what fruit is on the plate,plate,1 1 1 1 1 1
2359588.jpg,1,what is between the eggs and the rice,rice,1 1 1 1 1 1 1 0
2395842.jpg,2,what is between the eggs and the rice,rice,1 1 1 1 1 1 1 1
2395279.jpg,1,who is in the picture,picture,1 1 1 1 0
2377718.jpg,2,who is in the picture,picture,1 1 1 1 1
2368116.jpg,1,what material is the floor,floor,1 1 1 1 0
2377718.jpg,2,what material is the floor,floor,1 1 1 1 1
2356065.jpg,1,what kind of seat is by the window,window,1 1 1 1 1 1 1 0
2377718.jpg,2,what kind of seat is by the window,window,1 1 1 1 1 1 1 1
2388297.jpg,1,what kind of curtains are in the other room,room,1 1 1 1 1 1 1 1 0
2377718.jpg,2,what kind of curtains are in the other room,room,1 1 1 1 1 1 1 1 1
2329637.jpg,1,what kind of sofa is on the right,sofa,1 1 1 0 1 1 1 1
2377718.jpg,2,what kind of sofa is on the right,sofa,1 1 1 1 1 1 1 1
2357360.jpg,1,what kind of objects are on the wall,wall,1 1 1 1 1 1 1 0
2377718.jpg,2,what kind of objects are on the wall,wall,1 1 1 1 1 1 1 1
2326765.jpg,1,what kind of object is hanging from the ceiling,ceiling,1 1 1 1 1 1 1 1 0
2377718.jpg,2,what kind of object is hanging from the ceiling,ceiling,1 1 1 1 1 1 1 1 1
2408693.jpg,1,where is the truck,truck,1 1 1 0
2391651.jpg,2,where is the truck,truck,1 1 1 1
2380253.jpg,1,what type of truck,truck,1 1 1 0
2391651.jpg,2,what type of truck,truck,1 1 1 1
2361382.jpg,1,why is the man getting in,man,1 1 1 0 1 1
2391651.jpg,2,why is the man getting in,man,1 1 1 1 1 1
2322514.jpg,1,what color is the truck,truck,1 1 1 1 0
2391651.jpg,2,what color is the truck,truck,1 1 1 1 1
2334656.jpg,1,what brand of truck,truck,1 1 1 0
2391651.jpg,2,what brand of truck,truck,1 1 1 1
2385138.jpg,1,what is the brand of the truck,truck,1 1 1 1 1 1 0
2391651.jpg,2,what is the brand of the truck,truck,1 1 1 1 1 1 1
2359068.jpg,1,what brand of truck is this,truck,1 1 1 0 1 1
2391651.jpg,2,what brand of truck is this,truck,1 1 1 1 1 1
2399740.jpg,1,what are the numbers on the license plate,numbers,1 1 1 0 1 1 1 1
2391651.jpg,2,what are the numbers on the license plate,numbers,1 1 1 1 1 1 1 1
2371405.jpg,1,what is the number in white on the front of the truck,truck,1 1 1 1 1 1 1 1 1 1 1 0
2391651.jpg,2,what is the number in white on the front of the truck,truck,1 1 1 1 1 1 1 1 1 1 1 1
2372154.jpg,1,where is the truck,truck,1 1 1 0
2391651.jpg,2,where is the truck,truck,1 1 1 1
2378204.jpg,1,what are the yellow objects on the top of the truck,truck,1 1 1 1 1 1 1 1 1 1 0
2391651.jpg,2,what are the yellow objects on the top of the truck,truck,1 1 1 1 1 1 1 1 1 1 1
2370778.jpg,1,how is the door positioned,door,1 1 1 0 1
2391651.jpg,2,how is the door positioned,door,1 1 1 1 1
2347031.jpg,1,what is the person by the door doing,door,1 1 1 1 1 1 0 1
2391651.jpg,2,what is the person by the door doing,door,1 1 1 1 1 1 1 1
2390325.jpg,1,where are two people sitting together,people,1 1 1 0 1 1
2391651.jpg,2,where are two people sitting together,people,1 1 1 1 1 1
2331245.jpg,1,how is the sky,sky,1 1 1 0
2391651.jpg,2,how is the sky,sky,1 1 1 1
2315414.jpg,1,what door is open,door,1 0 1 1
2391651.jpg,2,what door is open,door,1 1 1 1
2341960.jpg,1,what kind of truck,truck,1 1 1 0
2391651.jpg,2,what kind of truck,truck,1 1 1 1
2325884.jpg,1,what is on the door of the truck,door,1 1 1 1 0 1 1 1
2391651.jpg,2,what is on the door of the truck,door,1 1 1 1 1 1 1 1
2370883.jpg,1,what is the truck for,truck,1 1 1 0 1
2391651.jpg,2,what is the truck for,truck,1 1 1 1 1
2408573.jpg,1,what is on the door of the truck next to the handle,door,1 1 1 1 0 1 1 1 1 1 1 1
2391651.jpg,2,what is on the door of the truck next to the handle,door,1 1 1 1 1 1 1 1 1 1 1 1
2377703.jpg,1,where is the license plate on the truck,truck,1 1 1 1 1 1 1 0
2391651.jpg,2,where is the license plate on the truck,truck,1 1 1 1 1 1 1 1
2366674.jpg,1,what letters are in the middle of the front of the truck,truck,1 1 1 1 1 1 1 1 1 1 1 0
2391651.jpg,2,what letters are in the middle of the front of the truck,truck,1 1 1 1 1 1 1 1 1 1 1 1
2387537.jpg,1,what is the cat sitting on,cat,1 1 1 0 1 1
2338689.jpg,2,what is the cat sitting on,cat,1 1 1 1 1 1
2342127.jpg,1,what color is the trunk,trunk,1 1 1 1 0
2338689.jpg,2,what color is the trunk,trunk,1 1 1 1 1
2416131.jpg,1,where is the pineapple,pineapple,1 1 1 0
2363468.jpg,2,where is the pineapple,pineapple,1 1 1 1
2412838.jpg,1,how is the plate,plate,1 1 1 0
2363468.jpg,2,how is the plate,plate,1 1 1 1
2345187.jpg,1,where is the pineapple,pineapple,1 1 1 0
2363468.jpg,2,where is the pineapple,pineapple,1 1 1 1
2318154.jpg,1,where are the strawberries,strawberries,1 1 1 0
2363468.jpg,2,where are the strawberries,strawberries,1 1 1 1
2327993.jpg,1,how is the pineapple cut,pineapple,1 1 1 0 1
2363468.jpg,2,how is the pineapple cut,pineapple,1 1 1 1 1
2365551.jpg,1,where are the strawberries,strawberries,1 1 1 0
2363468.jpg,2,where are the strawberries,strawberries,1 1 1 1
2381083.jpg,1,where are the pineapple chunks,pineapple,1 1 1 0 1
2363468.jpg,2,where are the pineapple chunks,pineapple,1 1 1 1 1
2388778.jpg,1,what is on the plate,plate,1 1 1 1 0
2363468.jpg,2,what is on the plate,plate,1 1 1 1 1
2357561.jpg,1,what kind of food,food,1 1 1 0
2363468.jpg,2,what kind of food,food,1 1 1 1
2362109.jpg,1,what kind of food,food,1 1 1 0
2363468.jpg,2,what kind of food,food,1 1 1 1
2355080.jpg,1,what is plate made of,plate,1 1 0 1 1
2363468.jpg,2,what is plate made of,plate,1 1 1 1 1
2340132.jpg,1,what kind of food,food,1 1 1 0
2363468.jpg,2,what kind of food,food,1 1 1 1
2398205.jpg,1,where is the strawberries,strawberries,1 1 1 0
2363468.jpg,2,where is the strawberries,strawberries,1 1 1 1
2357474.jpg,1,what color is the bench,bench,1 1 1 1 0
2319869.jpg,2,what color is the bench,bench,1 1 1 1 1
2416363.jpg,1,what color is the grass,grass,1 1 1 1 0
2319869.jpg,2,what color is the grass,grass,1 1 1 1 1
2360791.jpg,1,what color is the sky,sky,1 1 1 1 0
2319869.jpg,2,what color is the sky,sky,1 1 1 1 1
2331385.jpg,1,what is this man doing,man,1 1 1 0 1
2344244.jpg,2,what is this man doing,man,1 1 1 1 1
2363560.jpg,1,what color is the man's shirt,shirt,1 1 1 1 1 0
2344244.jpg,2,what color is the man's shirt,shirt,1 1 1 1 1 1
2404080.jpg,1,what is on the man's head,head,1 1 1 1 1 0
2344244.jpg,2,what is on the man's head,head,1 1 1 1 1 1
2399451.jpg,1,where is the plant located,plant,1 1 1 0 1
2344244.jpg,2,where is the plant located,plant,1 1 1 1 1
2383007.jpg,1,what is missing from the white boat,boat,1 1 1 1 1 1 0
2392357.jpg,2,what is missing from the white boat,boat,1 1 1 1 1 1 1
2361464.jpg,1,where is the white boat,white,1 1 1 0 1
2392357.jpg,2,where is the white boat,white,1 1 1 1 1
2337850.jpg,1,where are the trees,trees,1 1 1 0
2392357.jpg,2,where are the trees,trees,1 1 1 1
2338406.jpg,1,how is the tide of the water,water,1 1 1 1 1 1 0
2392357.jpg,2,how is the tide of the water,water,1 1 1 1 1 1 1
2372806.jpg,1,where is the boat docked,boat,1 1 1 0 1
2392357.jpg,2,where is the boat docked,boat,1 1 1 1 1
2353034.jpg,1,where is the white sailboat,white,1 1 1 0 1
2392357.jpg,2,where is the white sailboat,white,1 1 1 1 1
2411200.jpg,1,what is the body of water seen in the photo,water,1 1 1 1 1 0 1 1 1 1
2392357.jpg,2,what is the body of water seen in the photo,water,1 1 1 1 1 1 1 1 1 1
2353730.jpg,1,where is the house,house,1 1 1 0
2392357.jpg,2,where is the house,house,1 1 1 1
2388751.jpg,1,where is the lighthouse,lighthouse,1 1 1 0
2392357.jpg,2,where is the lighthouse,lighthouse,1 1 1 1
2373273.jpg,1,what material is the floor,floor,1 1 1 1 0
2386774.jpg,2,what material is the floor,floor,1 1 1 1 1
2414971.jpg,1,what is on the rug,rug,1 1 1 1 0
2386774.jpg,2,what is on the rug,rug,1 1 1 1 1
2346818.jpg,1,what is on the couch,couch,1 1 1 1 0
2386774.jpg,2,what is on the couch,couch,1 1 1 1 1
2331518.jpg,1,what color is the grass,grass,1 1 1 1 0
2372068.jpg,2,what color is the grass,grass,1 1 1 1 1
2332909.jpg,1,where is the zebra in back looking,zebra,1 1 1 0 1 1 1
2372068.jpg,2,where is the zebra in back looking,zebra,1 1 1 1 1 1 1
2335912.jpg,1,what is the front zebra doing,zebra,1 1 1 1 0 1
2372068.jpg,2,what is the front zebra doing,zebra,1 1 1 1 1 1
2384015.jpg,1,what is the front zebra eating,zebra,1 1 1 1 0 1
2372068.jpg,2,what is the front zebra eating,zebra,1 1 1 1 1 1
2379292.jpg,1,who is standing in the grass,grass,1 1 1 1 1 0
2372068.jpg,2,who is standing in the grass,grass,1 1 1 1 1 1
2342616.jpg,1,who is eating grass on the ground,ground,1 1 1 1 1 1 0
2372068.jpg,2,who is eating grass on the ground,ground,1 1 1 1 1 1 1
2388966.jpg,1,who is standing on the field,field,1 1 1 1 1 0
2372068.jpg,2,who is standing on the field,field,1 1 1 1 1 1
2348162.jpg,1,what is with green leaves,leaves,1 1 1 1 0
2372068.jpg,2,what is with green leaves,leaves,1 1 1 1 1
2378931.jpg,1,where is dried grass,grass,1 1 1 0
2372068.jpg,2,where is dried grass,grass,1 1 1 1
2410814.jpg,1,who is grazing in a field,field,1 1 1 1 1 0
2372068.jpg,2,who is grazing in a field,field,1 1 1 1 1 1
2406931.jpg,1,who is standing behind a zebra,zebra,1 1 1 1 1 0
2372068.jpg,2,who is standing behind a zebra,zebra,1 1 1 1 1 1
2402020.jpg,1,what is in the distance,distance,1 1 1 1 0
2372068.jpg,2,what is in the distance,distance,1 1 1 1 1
2393538.jpg,1,what is in the field,field,1 1 1 1 0
2372068.jpg,2,what is in the field,field,1 1 1 1 1
2412991.jpg,1,what is around the woman's neck,neck,1 1 1 1 1 0
2317426.jpg,2,what is around the woman's neck,neck,1 1 1 1 1 1
2410234.jpg,1,why is there a knife on the table,table,1 1 1 1 1 1 1 0
2317426.jpg,2,why is there a knife on the table,table,1 1 1 1 1 1 1 1
2388713.jpg,1,what is the woman wearing,woman,1 1 1 0 1
2317426.jpg,2,what is the woman wearing,woman,1 1 1 1 1
2366603.jpg,1,what is in the glass,glass,1 1 1 1 0
2317426.jpg,2,what is in the glass,glass,1 1 1 1 1
2317432.jpg,1,where is the knife,knife,1 1 1 0
2317426.jpg,2,where is the knife,knife,1 1 1 1
2407848.jpg,1,what color is the sky,sky,1 1 1 1 0
2405792.jpg,2,what color is the sky,sky,1 1 1 1 1
2345768.jpg,1,what color is the cow,cow,1 1 1 1 0
2405792.jpg,2,what color is the cow,cow,1 1 1 1 1
2403977.jpg,1,where is the cow headed,cow,1 1 1 0 1
2405792.jpg,2,where is the cow headed,cow,1 1 1 1 1
2357069.jpg,1,how many people are brushing the cow,cow,1 1 1 1 1 1 0
2405792.jpg,2,how many people are brushing the cow,cow,1 1 1 1 1 1 1
2365315.jpg,1,what is the cow doing,cow,1 1 1 0 1
2405792.jpg,2,what is the cow doing,cow,1 1 1 1 1
2336793.jpg,1,where is the cow heading,cow,1 1 1 0 1
2405792.jpg,2,where is the cow heading,cow,1 1 1 1 1
2359860.jpg,1,what part of the cow is on the road,cow,1 1 1 1 0 1 1 1 1
2405792.jpg,2,what part of the cow is on the road,cow,1 1 1 1 1 1 1 1 1
2337367.jpg,1,why has the car stopped,car,1 1 1 0 1
2405792.jpg,2,why has the car stopped,car,1 1 1 1 1
2393412.jpg,1,where is the brown cow heading,cow,1 1 1 1 0 1
2405792.jpg,2,where is the brown cow heading,cow,1 1 1 1 1 1
2346301.jpg,1,what is the cow doing,cow,1 1 1 0 1
2405792.jpg,2,what is the cow doing,cow,1 1 1 1 1
2413333.jpg,1,what color is the cow,cow,1 1 1 1 0
2405792.jpg,2,what color is the cow,cow,1 1 1 1 1
2360591.jpg,1,where is the cow going,cow,1 1 1 0 1
2405792.jpg,2,where is the cow going,cow,1 1 1 1 1
2415866.jpg,1,how many legs does the cow have,cow,1 1 1 1 1 0 1
2405792.jpg,2,how many legs does the cow have,cow,1 1 1 1 1 1 1
2378284.jpg,1,what side of the road is the grey building on,building,1 1 1 1 1 1 1 1 0 1
2402460.jpg,2,what side of the road is the grey building on,building,1 1 1 1 1 1 1 1 1 1
2415773.jpg,1,where is the white van parked,van,1 1 1 1 0 1
2402460.jpg,2,where is the white van parked,van,1 1 1 1 1 1
2342074.jpg,1,what color is the stripe on the front of the bus,bus,1 1 1 1 1 1 1 1 1 1 0
2402460.jpg,2,what color is the stripe on the front of the bus,bus,1 1 1 1 1 1 1 1 1 1 1
2399937.jpg,1,who is navigating the bus,bus,1 1 1 1 0
2402460.jpg,2,who is navigating the bus,bus,1 1 1 1 1
2369793.jpg,1,what is the bus doing,bus,1 1 1 0 1
2402460.jpg,2,what is the bus doing,bus,1 1 1 1 1
2346679.jpg,1,what does the bus say on the front top,bus,1 1 1 0 1 1 1 1 1
2402460.jpg,2,what does the bus say on the front top,bus,1 1 1 1 1 1 1 1 1
2379851.jpg,1,who is driving the bus,bus,1 1 1 1 0
2402460.jpg,2,who is driving the bus,bus,1 1 1 1 1
2355816.jpg,1,what is on the advertisement above the bus,bus,1 1 1 1 1 1 1 0
2402460.jpg,2,what is on the advertisement above the bus,bus,1 1 1 1 1 1 1 1
2414051.jpg,1,where are the vehicles,vehicles,1 1 1 0
2402460.jpg,2,where are the vehicles,vehicles,1 1 1 1
2415588.jpg,1,why is there a sign on the bus,sign,1 1 1 1 0 1 1 1
2402460.jpg,2,why is there a sign on the bus,sign,1 1 1 1 1 1 1 1
2359955.jpg,1,why is there a picture of a phone,phone,1 1 1 1 1 1 1 0
2402460.jpg,2,why is there a picture of a phone,phone,1 1 1 1 1 1 1 1
2404846.jpg,1,where are the headlights for the bus,bus,1 1 1 1 1 1 0
2402460.jpg,2,where are the headlights for the bus,bus,1 1 1 1 1 1 1
2350380.jpg,1,where is the ad for a cellular phone,phone,1 1 1 1 1 1 1 0
2402460.jpg,2,where is the ad for a cellular phone,phone,1 1 1 1 1 1 1 1
2386628.jpg,1,where are the vehicles,vehicles,1 1 1 0
2402460.jpg,2,where are the vehicles,vehicles,1 1 1 1
2317064.jpg,1,why are there people in the distance on the street,street,1 1 1 1 1 1 1 1 1 0
2402460.jpg,2,why are there people in the distance on the street,street,1 1 1 1 1 1 1 1 1 1
2342026.jpg,1,where is the bus,bus,1 1 1 0
2402460.jpg,2,where is the bus,bus,1 1 1 1
2376484.jpg,1,what color is the snow,snow,1 1 1 1 0
2360664.jpg,2,what color is the snow,snow,1 1 1 1 1
2346505.jpg,1,what is on the person's head,head,1 1 1 1 1 0
2360664.jpg,2,what is on the person's head,head,1 1 1 1 1 1
2403614.jpg,1,what is on the skier's head,head,1 1 1 1 1 0
2360664.jpg,2,what is on the skier's head,head,1 1 1 1 1 1
2356515.jpg,1,what is growing in the snow,snow,1 1 1 1 1 0
2360664.jpg,2,what is growing in the snow,snow,1 1 1 1 1 1
2353654.jpg,1,what do the words say on the snowboard,snowboard,1 1 1 1 1 1 1 0
2360664.jpg,2,what do the words say on the snowboard,snowboard,1 1 1 1 1 1 1 1
2360846.jpg,1,what is on the woman's head,head,1 1 1 1 1 0
2360664.jpg,2,what is on the woman's head,head,1 1 1 1 1 1
2391921.jpg,1,what is the symbol on the right side of the snowboard,snowboard,1 1 1 1 1 1 1 1 1 1 0
2360664.jpg,2,what is the symbol on the right side of the snowboard,snowboard,1 1 1 1 1 1 1 1 1 1 1
2317109.jpg,1,where is the woman,woman,1 1 1 0
2360664.jpg,2,where is the woman,woman,1 1 1 1
2338957.jpg,1,what black safety equipment is on the head,head,1 1 1 1 1 1 1 0
2360664.jpg,2,what black safety equipment is on the head,head,1 1 1 1 1 1 1 1
2409253.jpg,1,what borders the ski slope,slope,1 1 1 1 0
2360664.jpg,2,what borders the ski slope,slope,1 1 1 1 1
2331323.jpg,1,what color is her shirt,shirt,1 1 1 1 0
2378230.jpg,2,what color is her shirt,shirt,1 1 1 1 1
2406906.jpg,1,what type of sandwich is shown,sandwich,1 1 1 0 1 1
2336972.jpg,2,what type of sandwich is shown,sandwich,1 1 1 1 1 1
2355868.jpg,1,how is the sandwich presented,sandwich,1 1 1 0 1
2336972.jpg,2,how is the sandwich presented,sandwich,1 1 1 1 1
2324862.jpg,1,what is on the crust of the bread,bread,1 1 1 1 1 1 1 0
2336972.jpg,2,what is on the crust of the bread,bread,1 1 1 1 1 1 1 1
2416652.jpg,1,what color is the sky,sky,1 1 1 1 0
2368875.jpg,2,what color is the sky,sky,1 1 1 1 1
2381855.jpg,1,how many people are in the image,people,1 1 0 1 1 1 1
2368875.jpg,2,how many people are in the image,people,1 1 1 1 1 1 1
2342804.jpg,1,what color is the kite,kite,1 1 1 1 0
2368875.jpg,2,what color is the kite,kite,1 1 1 1 1
2410696.jpg,1,who is standing on the beach,beach,1 1 1 1 1 0
2368875.jpg,2,who is standing on the beach,beach,1 1 1 1 1 1
2371164.jpg,1,what color are the road lines,lines,1 1 1 1 1 0
2368767.jpg,2,what color are the road lines,lines,1 1 1 1 1 1
2366444.jpg,1,what is behind the bus,bus,1 1 1 1 0
2368767.jpg,2,what is behind the bus,bus,1 1 1 1 1
2323399.jpg,1,what bus looks older,bus,1 0 1 1
2368767.jpg,2,what bus looks older,bus,1 1 1 1
2410682.jpg,1,what's the bus on,bus,1 1 0 1
2368767.jpg,2,what's the bus on,bus,1 1 1 1
2411364.jpg,1,what's sticking out from the building,building,1 1 1 1 1 0
2368767.jpg,2,what's sticking out from the building,building,1 1 1 1 1 1
2318921.jpg,1,what is the bed frame made of,bed,1 1 1 0 1 1 1
2391004.jpg,2,what is the bed frame made of,bed,1 1 1 1 1 1 1
2357532.jpg,1,what color is the mirror,mirror,1 1 1 1 0
2391004.jpg,2,what color is the mirror,mirror,1 1 1 1 1
2353203.jpg,1,where is the blanket,blanket,1 1 1 0
2391004.jpg,2,where is the blanket,blanket,1 1 1 1
2352414.jpg,1,what sits beside the bed,bed,1 1 1 1 0
2391004.jpg,2,what sits beside the bed,bed,1 1 1 1 1
2315620.jpg,1,what is behind the mirror,mirror,1 1 1 1 0
2391004.jpg,2,what is behind the mirror,mirror,1 1 1 1 1
2395745.jpg,1,what is reflected in one mirror,mirror,1 1 1 1 1 0
2391004.jpg,2,what is reflected in one mirror,mirror,1 1 1 1 1 1
2369625.jpg,1,what hangs from the ceiling,ceiling,1 1 1 1 0
2391004.jpg,2,what hangs from the ceiling,ceiling,1 1 1 1 1
2352885.jpg,1,what is the bed made of,bed,1 1 1 0 1 1
2391004.jpg,2,what is the bed made of,bed,1 1 1 1 1 1
2387925.jpg,1,what kind of wood is the bed,bed,1 1 1 1 1 1 0
2391004.jpg,2,what kind of wood is the bed,bed,1 1 1 1 1 1 1
2381383.jpg,1,where is the elephant statue,statue,1 1 1 1 0
2392739.jpg,2,where is the elephant statue,statue,1 1 1 1 1
2335192.jpg,1,where is the tree with the wide trunk,trunk,1 1 1 1 1 1 1 0
2392739.jpg,2,where is the tree with the wide trunk,trunk,1 1 1 1 1 1 1 1
2318677.jpg,1,where is the small elephant statue,statue,1 1 1 1 1 0
2392739.jpg,2,where is the small elephant statue,statue,1 1 1 1 1 1
2405705.jpg,1,what is sticking up in front of the statue,statue,1 1 1 1 1 1 1 1 0
2392739.jpg,2,what is sticking up in front of the statue,statue,1 1 1 1 1 1 1 1 1
2413124.jpg,1,where is the intricate design,design,1 1 1 1 0
2392739.jpg,2,where is the intricate design,design,1 1 1 1 1
2405464.jpg,1,what is the dog doing,dog,1 1 1 0 1
2315921.jpg,2,what is the dog doing,dog,1 1 1 1 1
2337989.jpg,1,what color is the buckle on the dog collar,dog,1 1 1 1 1 1 1 0 1
2315921.jpg,2,what color is the buckle on the dog collar,dog,1 1 1 1 1 1 1 1 1
2341125.jpg,1,how many ears does the dog have,ears,1 1 0 1 1 1 1
2315921.jpg,2,how many ears does the dog have,ears,1 1 1 1 1 1 1
2364413.jpg,1,what color is the tree outside,tree,1 1 1 1 0 1
2315921.jpg,2,what color is the tree outside,tree,1 1 1 1 1 1
2356537.jpg,1,where is the game taken place,game,1 1 1 0 1 1
2365475.jpg,2,where is the game taken place,game,1 1 1 1 1 1
2365860.jpg,1,what game is being played,game,1 0 1 1 1
2365475.jpg,2,what game is being played,game,1 1 1 1 1
2341701.jpg,1,what is the batter doing,batter,1 1 1 0 1
2365475.jpg,2,what is the batter doing,batter,1 1 1 1 1
2391951.jpg,1,who is behind the catcher,catcher,1 1 1 1 0
2365475.jpg,2,who is behind the catcher,catcher,1 1 1 1 1
2344452.jpg,1,who is behind the batter,batter,1 1 1 1 0
2365475.jpg,2,who is behind the batter,batter,1 1 1 1 1
2403067.jpg,1,who are the people in the stands,people,1 1 1 0 1 1 1
2365475.jpg,2,who are the people in the stands,people,1 1 1 1 1 1 1
2405372.jpg,1,what is the batter hitting,batter,1 1 1 0 1
2365475.jpg,2,what is the batter hitting,batter,1 1 1 1 1
2410371.jpg,1,what position is the catcher,catcher,1 1 1 1 0
2365475.jpg,2,what position is the catcher,catcher,1 1 1 1 1
2382094.jpg,1,where is the umpire,umpire,1 1 1 0
2365475.jpg,2,where is the umpire,umpire,1 1 1 1
2377117.jpg,1,what is the man hitting,man,1 1 1 0 1
2365475.jpg,2,what is the man hitting,man,1 1 1 1 1
2411972.jpg,1,what is the man holding,man,1 1 1 0 1
2365475.jpg,2,what is the man holding,man,1 1 1 1 1
2329503.jpg,1,what uniform does the man have on,man,1 1 1 1 0 1 1
2365475.jpg,2,what uniform does the man have on,man,1 1 1 1 1 1 1
2360432.jpg,1,what is the man wearing on head,man,1 1 1 0 1 1 1
2365475.jpg,2,what is the man wearing on head,man,1 1 1 1 1 1 1
2408254.jpg,1,what does the catcher have on face,catcher,1 1 1 0 1 1 1
2365475.jpg,2,what does the catcher have on face,catcher,1 1 1 1 1 1 1
2319843.jpg,1,what plate is the umpire at,umpire,1 1 1 1 0 1
2365475.jpg,2,what plate is the umpire at,umpire,1 1 1 1 1 1
2412949.jpg,1,what is the batter doing,batter,1 1 1 0 1
2365475.jpg,2,what is the batter doing,batter,1 1 1 1 1
2411231.jpg,1,who is behind the batter,batter,1 1 1 1 0
2365475.jpg,2,who is behind the batter,batter,1 1 1 1 1
2355243.jpg,1,what base is the batter standing near,batter,1 1 1 1 0 1 1
2365475.jpg,2,what base is the batter standing near,batter,1 1 1 1 1 1 1
2403912.jpg,1,how will the player hit the baseball,player,1 1 1 0 1 1 1
2365475.jpg,2,how will the player hit the baseball,player,1 1 1 1 1 1 1
2409314.jpg,1,where is the chair,chair,1 1 1 0
2368268.jpg,2,where is the chair,chair,1 1 1 1
2410162.jpg,1,what shape is the clock,clock,1 1 1 1 0
2368268.jpg,2,what shape is the clock,clock,1 1 1 1 1
2413101.jpg,1,where is the clock,clock,1 1 1 0
2368268.jpg,2,where is the clock,clock,1 1 1 1
2414824.jpg,1,what covers the floor,floor,1 1 1 0
2368268.jpg,2,what covers the floor,floor,1 1 1 1
2339813.jpg,1,what is the table made of,table,1 1 1 0 1 1
2368268.jpg,2,what is the table made of,table,1 1 1 1 1 1
2330781.jpg,1,what is on the paper,paper,1 1 1 1 0
2368268.jpg,2,what is on the paper,paper,1 1 1 1 1
2400332.jpg,1,how is the fan powered,fan,1 1 1 0 1
2368268.jpg,2,how is the fan powered,fan,1 1 1 1 1
2366287.jpg,1,where is the clock,clock,1 1 1 0
2368268.jpg,2,where is the clock,clock,1 1 1 1
2348319.jpg,1,what is shining against the white wall,wall,1 1 1 1 1 1 0
2368268.jpg,2,what is shining against the white wall,wall,1 1 1 1 1 1 1
2325536.jpg,1,what is light brown,light,1 1 0 1
2368268.jpg,2,what is light brown,light,1 1 1 1
2397419.jpg,1,what wooden item is behind the fan,fan,1 1 1 1 1 1 0
2368268.jpg,2,what wooden item is behind the fan,fan,1 1 1 1 1 1 1
2412967.jpg,1,what item is the clock hanging on,clock,1 1 1 1 0 1 1
2368268.jpg,2,what item is the clock hanging on,clock,1 1 1 1 1 1 1
2320331.jpg,1,what item is in front of the chair,chair,1 1 1 1 1 1 1 0
