image,label,question,word,wordLabels
2320897.jpg,1,what is the main color of the mug,mug,1 1 1 1 1 1 1 0
2374368.jpg,2,who is shaking hands,,1 1 1 1
2388110.jpg,2,what is in the sky,,1 1 1 1 1
2347118.jpg,1,where is the man's leg,leg,1 1 1 1 0
2372694.jpg,2,what is this man on right holding,,1 1 1 1 1 1 1
2368790.jpg,1,what surface is next to the grass,grass,1 1 1 1 1 1 0
2326998.jpg,2,why is the woman standing like that,,1 1 1 1 1 1 1
2391566.jpg,2,what kind of pipes,,1 1 1 1
2368222.jpg,2,what is the elephant ear being touched by,,1 1 1 1 1 1 1 1
2399059.jpg,1,how is the boy on the left staying safe,boy,1 1 1 0 1 1 1 1 1
2350263.jpg,1,how does the sky look,sky,1 1 1 0 1
2375510.jpg,2,how is the bread organized,,1 1 1 1 1
2368030.jpg,1,how many hands are on the clock,clock,1 1 1 1 1 1 0
2388319.jpg,2,what stands behind the dog,,1 1 1 1 1
2362815.jpg,2,how many dogs do you see,,1 1 1 1 1 1
2402084.jpg,2,what kind of bench is this,,1 1 1 1 1 1
2319022.jpg,1,what is in the hair of the woman,woman,1 1 1 1 1 1 1 0
2407698.jpg,2,what is in the pot,,1 1 1 1 1
2343104.jpg,2,who is under the closed umbrella,,1 1 1 1 1 1
2325962.jpg,1,who is under the sign,sign,1 1 1 1 0
2400654.jpg,2,what does the green sign say,,1 1 1 1 1 1
2348681.jpg,2,what soda is on the table,,1 1 1 1 1 1
107930.jpg,2,why is the jacket laying there,,1 1 1 1 1 1
2409954.jpg,2,what is the dog smelling,,1 1 1 1 1
2409110.jpg,2,how is the grass kept,,1 1 1 1 1
2370934.jpg,2,where is the zebra seeing,,1 1 1 1 1
2405265.jpg,2,what color is the broccoli,,1 1 1 1 1
2387914.jpg,2,what color are the tail of the hands on this clock,,1 1 1 1 1 1 1 1 1 1 1
2413508.jpg,1,what is cast on the snow to the left,snow,1 1 1 1 1 0 1 1 1
2371246.jpg,2,what is under the donut,,1 1 1 1 1
2414475.jpg,1,what color is the plate,plate,1 1 1 1 0
2395229.jpg,1,how many men are there,men,1 1 0 1 1
2359405.jpg,1,where is the woman sitting,woman,1 1 1 0 1
2411642.jpg,2,what kind of stuffed animal is this,,1 1 1 1 1 1 1
2400525.jpg,1,where are the glasses,glasses,1 1 1 0
3442.jpg,1,what color is the furthest persons jacket,jacket,1 1 1 1 1 1 0
2382351.jpg,1,what color is the train,train,1 1 1 1 0
2391451.jpg,1,what is written on the wooden box,box,1 1 1 1 1 1 0
2405096.jpg,2,where is a blue tent,,1 1 1 1 1
2365464.jpg,1,what direction is the board pointed,board,1 1 1 1 0 1
2337307.jpg,1,who has a black and white shirt with a logo,shirt,1 1 1 1 1 1 0 1 1 1
2338185.jpg,2,what is on the hood of the vehicle,,1 1 1 1 1 1 1 1
2369763.jpg,1,what are these dogs doing,dogs,1 1 1 0 1
2371791.jpg,1,where is the tie worn,tie,1 1 1 0 1
2383092.jpg,2,what is inside the clock,,1 1 1 1 1
2391467.jpg,2,what food is on the plate,,1 1 1 1 1 1
2398639.jpg,1,what is the focal point of this picture,picture,1 1 1 1 1 1 1 0
2372793.jpg,1,what color is the wall,wall,1 1 1 1 0
2384314.jpg,2,how many kites are in the sky,,1 1 1 1 1 1 1
2395082.jpg,2,where are the zebras standing,,1 1 1 1 1
2335954.jpg,1,what is beyond the fence,fence,1 1 1 1 0
2403821.jpg,1,what is the ceiling made of,ceiling,1 1 1 0 1 1
2323610.jpg,1,when was the photo taken,photo,1 1 1 0 1
2317933.jpg,1,what is the position of the dog,dog,1 1 1 1 1 1 0
2389007.jpg,1,where are the computers,computers,1 1 1 0
2370857.jpg,2,what is the spaghetti on,,1 1 1 1 1
107955.jpg,1,what is keeping cows in,cows,1 1 1 0 1
2402942.jpg,1,what is being cast on the ground,ground,1 1 1 1 1 1 0
1591834.jpg,1,what is illuminated on the bus,bus,1 1 1 1 1 0
2390869.jpg,2,where is the plane,,1 1 1 1
1159919.jpg,1,what is in the sky besides the kite,sky,1 1 1 1 0 1 1 1
2393472.jpg,1,what is the man playing wii wearing,wii,1 1 1 1 1 0 1
2371750.jpg,2,what color is the carpet,,1 1 1 1 1
2397186.jpg,2,what is on the ground,,1 1 1 1 1
2394034.jpg,1,where is the left arrow on the sign pointing,sign,1 1 1 1 1 1 1 0 1
2351961.jpg,2,what color is the grass,,1 1 1 1 1
2411830.jpg,1,what is the long blue thing attached to the kite,kite,1 1 1 1 1 1 1 1 1 0
592.jpg,1,where is the boy walking,boy,1 1 1 0 1
2371031.jpg,2,what is moving in the water,,1 1 1 1 1 1
2326385.jpg,1,how many gloves does this man have,man,1 1 1 1 1 0 1
2358429.jpg,2,what is around the man's neck,,1 1 1 1 1 1
2358701.jpg,2,what type of fence is this,,1 1 1 1 1 1
2366559.jpg,2,what is above the car,,1 1 1 1 1
2339355.jpg,1,where are the people,people,1 1 1 0
2366522.jpg,2,what is in the sand,,1 1 1 1 1
2400156.jpg,1,what character is on the green umbrella,umbrella,1 1 1 1 1 1 0
2327441.jpg,1,who is standing on the sidewalk,sidewalk,1 1 1 1 1 0
2409255.jpg,2,what is reflecting in the screen,,1 1 1 1 1 1
2333724.jpg,1,how many skateboards are in this picture,picture,1 1 1 1 1 1 0
2341509.jpg,1,what is man leaning over,man,1 1 0 1 1
2373469.jpg,2,what kind of chairs are on the porch,,1 1 1 1 1 1 1 1
2371215.jpg,2,what is the boy sitting on,,1 1 1 1 1 1
2406750.jpg,2,what is the sidewalk made of,,1 1 1 1 1 1
2362038.jpg,2,what shape is the middle layer,,1 1 1 1 1 1
2351731.jpg,1,what color is the batter's helmet,helmet,1 1 1 1 1 0
2323166.jpg,1,why is there a bumper,bumper,1 1 1 1 0
2406670.jpg,2,what color are the man's gloves,,1 1 1 1 1 1
18.jpg,2,what is the man doing,,1 1 1 1 1
2367176.jpg,2,what is in the middle of the road,,1 1 1 1 1 1 1 1
2341071.jpg,1,what is in the bowl behind the french toast,toast,1 1 1 1 1 1 1 1 0
2364373.jpg,2,how is the bird standing,,1 1 1 1 1
2387622.jpg,1,what color socks is the tennis player wearing,player,1 1 1 1 1 1 0 1
2355733.jpg,2,what does the sign at the top of the bus say,,1 1 1 1 1 1 1 1 1 1 1
2412198.jpg,2,where was this photo taken,,1 1 1 1 1
2408937.jpg,2,what is a person holding,,1 1 1 1 1
2330750.jpg,2,what color is the toilet,,1 1 1 1 1
2384050.jpg,1,what color are the leaves,leaves,1 1 1 1 0
2382134.jpg,2,where is the boat,,1 1 1 1
2408955.jpg,2,what is the color of the plate,,1 1 1 1 1 1 1
2406839.jpg,1,where is the tan and brown church,church,1 1 1 1 1 1 0
2343900.jpg,2,what side is the bottle on,,1 1 1 1 1 1
2391267.jpg,2,what color is the snow,,1 1 1 1 1
2389516.jpg,2,what did the plane take off on,,1 1 1 1 1 1 1
2363340.jpg,2,where is the glass,,1 1 1 1
2359841.jpg,1,where is the mouse,mouse,1 1 1 0
2373557.jpg,1,what shape is the sign,sign,1 1 1 1 0
2389204.jpg,1,what color is the scooter rider's helmet,helmet,1 1 1 1 1 1 0
2386191.jpg,1,what color are the sheep,sheep,1 1 1 1 0
2336902.jpg,1,how are teddy bear ears coated,bear,1 1 1 0 1 1
2393418.jpg,2,what flower is on the man's chest,,1 1 1 1 1 1 1
2413820.jpg,2,what is the bench made of,,1 1 1 1 1 1
2323849.jpg,2,how many people holding a bat,,1 1 1 1 1 1
2357021.jpg,1,where is the man,man,1 1 1 0
2410518.jpg,2,what color is the man's hair,,1 1 1 1 1 1
2413254.jpg,2,what kind of numerals are on the clock face,,1 1 1 1 1 1 1 1 1
2348211.jpg,2,how many slices of pizza do you see,,1 1 1 1 1 1 1 1
2365739.jpg,1,what is the man holding,man,1 1 1 0 1
2359669.jpg,1,what is under the skateboarder,skateboarder,1 1 1 1 0
2351011.jpg,2,what color is the man's tie,,1 1 1 1 1 1
2387104.jpg,2,what is the eye color of the dog,,1 1 1 1 1 1 1 1
2403744.jpg,1,what color is the man's jacket,jacket,1 1 1 1 1 0
2370659.jpg,1,what color is the elephant,elephant,1 1 1 1 0
2411871.jpg,2,what color is the bus,,1 1 1 1 1
2946.jpg,1,what pattern on zebra,zebra,1 1 1 0
2363759.jpg,2,what man has a backpack,,1 1 1 1 1
2406976.jpg,1,what is partly cloudy,cloudy,1 1 1 0
2406163.jpg,1,what color is the toilet,toilet,1 1 1 1 0
2385681.jpg,1,how is the pole colored,pole,1 1 1 0 1
2395609.jpg,2,what is ground covered with,,1 1 1 1 1
2328695.jpg,2,what is the boy doing,,1 1 1 1 1
2396331.jpg,2,where is the window,,1 1 1 1
2409706.jpg,2,what color are the feathers on the bird's chest,,1 1 1 1 1 1 1 1 1
2406555.jpg,2,where is the truck going,,1 1 1 1 1
2362574.jpg,2,what is on the woman's head in front of the hairband,,1 1 1 1 1 1 1 1 1 1 1
2402535.jpg,1,what is the man holding in the right hand,man,1 1 1 0 1 1 1 1 1
498236.jpg,1,what is the highest number seen on the keyboard,keyboard,1 1 1 1 1 1 1 1 0
2403637.jpg,2,what is color of the toilet,,1 1 1 1 1 1
2396142.jpg,1,what is in the man's hand,hand,1 1 1 1 1 0
1160150.jpg,1,what is the woman on the right doing,woman,1 1 1 0 1 1 1 1
2319381.jpg,2,why does the lady have a umbrella,,1 1 1 1 1 1 1
2376222.jpg,2,how is the woman dressed,,1 1 1 1 1
2405766.jpg,2,how many baby elephants are there,,1 1 1 1 1 1
2370267.jpg,2,what are extended from a tree,,1 1 1 1 1 1
2334918.jpg,1,what is funny about the cat,cat,1 1 1 1 1 0
2368858.jpg,1,what is happening on stage,stage,1 1 1 1 0
2345606.jpg,1,what color is the vegetation around the elephants,vegetation,1 1 1 1 0 1 1 1
2396508.jpg,1,what shade of color is the surface under the plate,plate,1 1 1 1 1 1 1 1 1 0
2414638.jpg,2,who is sitting on the clock tower,,1 1 1 1 1 1 1
2384799.jpg,2,what object is lining the sidewalk on the left hand side of the street,,1 1 1 1 1 1 1 1 1 1 1 1 1 1
2388737.jpg,1,where is the black car,car,1 1 1 1 0
2402929.jpg,2,where are the animals,,1 1 1 1
2405722.jpg,2,what color are the feathers,,1 1 1 1 1
2405421.jpg,2,what is on the paper plate,,1 1 1 1 1 1
2362933.jpg,1,what color is the sign second from the bottom,sign,1 1 1 1 0 1 1 1 1
2411456.jpg,2,what is the main color of the shirt,,1 1 1 1 1 1 1 1
2372762.jpg,2,who is carrying boxes,,1 1 1 1
2389645.jpg,1,what direction is the dog looking,dog,1 1 1 1 0 1
2402998.jpg,2,what is in the background,,1 1 1 1 1
2355140.jpg,1,what is on the back of the boy's shirt,shirt,1 1 1 1 1 1 1 1 0
2409255.jpg,2,what color is the laptop,,1 1 1 1 1
2353469.jpg,1,where are the water spots located,water,1 1 1 0 1 1
2362727.jpg,1,what is the fork made of,fork,1 1 1 0 1 1
2365035.jpg,1,what is next to the doughnut,doughnut,1 1 1 1 1 0
2374953.jpg,2,who is on the board,,1 1 1 1 1
2412293.jpg,1,where is the stop sign,sign,1 1 1 1 0
2413212.jpg,1,what is the dog in the forefront doing,dog,1 1 1 0 1 1 1 1
2403891.jpg,1,what color is the train,train,1 1 1 1 0
2403758.jpg,1,why is there an orange cone in the background,cone,1 1 1 1 1 0 1 1 1
2414540.jpg,2,what has brown spots,,1 1 1 1
2364586.jpg,2,where is the big pizza,,1 1 1 1 1
2376966.jpg,1,what is on the floor,floor,1 1 1 1 0
2404142.jpg,1,what is the building made of,building,1 1 1 0 1 1
2369275.jpg,2,what metal is in the foreground,,1 1 1 1 1 1
2465.jpg,1,what is behind the man,man,1 1 1 1 0
2403469.jpg,2,what kind of grass is shown,,1 1 1 1 1 1
150300.jpg,2,where is the train with the wider front,,1 1 1 1 1 1 1 1
2393108.jpg,2,what is color is car,,1 1 1 1 1
2393569.jpg,1,how many signs under the traffic light,light,1 1 1 1 1 1 0
2371528.jpg,2,what is the floor made of,,1 1 1 1 1 1
2361704.jpg,2,where is the counter,,1 1 1 1
2391607.jpg,2,where are the bananas growing,,1 1 1 1 1
2341925.jpg,1,who is wearing glasses,glasses,1 1 1 0
2327406.jpg,2,where is the pizza,,1 1 1 1
2375794.jpg,2,where are the cows touching,,1 1 1 1 1
2372597.jpg,2,who is wearing a sleeveless vest over a shirt,,1 1 1 1 1 1 1 1 1
2384231.jpg,1,what is sticking out of the side window,window,1 1 1 1 1 1 1 0
2354133.jpg,1,how many scissors are in the picture,scissors,1 1 0 1 1 1 1
2358464.jpg,1,where was this photo taken,photo,1 1 1 0 1
2345712.jpg,1,who has brown hair,hair,1 1 1 0
2320672.jpg,2,where is the plant,,1 1 1 1
2414120.jpg,2,what color is the first flag,,1 1 1 1 1 1
2365775.jpg,2,what color is the child's hair,,1 1 1 1 1 1
2375557.jpg,1,where is the banner attached,banner,1 1 1 0 1
2409038.jpg,2,how many headlights are on the train,,1 1 1 1 1 1 1
2367781.jpg,2,how would you describe the street light in this photo,,1 1 1 1 1 1 1 1 1 1
2395277.jpg,2,what is the dog on,,1 1 1 1 1
2570.jpg,1,what is on the left side,left,1 1 1 1 0 1
2386911.jpg,1,what color is the surf board,board,1 1 1 1 1 0
2404436.jpg,1,what is the hat man is wearing made of,hat,1 1 1 0 1 1 1 1 1
2396993.jpg,2,what is the sign for,,1 1 1 1 1
2408404.jpg,2,what are the men doing,,1 1 1 1 1
2364517.jpg,2,where is the fence,,1 1 1 1
2412561.jpg,2,how is the photo,,1 1 1 1
2366966.jpg,1,where is the train,train,1 1 1 0
2404431.jpg,1,what is the small red sign for,sign,1 1 1 1 1 0 1
2361118.jpg,2,what color is the court,,1 1 1 1 1
2402343.jpg,1,what part of the plane is visible,plane,1 1 1 1 0 1 1
2377590.jpg,2,what color is the microphone,,1 1 1 1 1
2398207.jpg,1,how much floor's does bus have,bus,1 1 1 1 0 1
2352393.jpg,2,what color is the sky,,1 1 1 1 1
2390029.jpg,1,what type of couch is this,couch,1 1 1 0 1 1
2408955.jpg,2,what color is the bus,,1 1 1 1 1
2371451.jpg,1,why is the man looking up,man,1 1 1 0 1 1
2353861.jpg,1,what are the microphone colors,microphone,1 1 1 0 1
2387946.jpg,1,where's the cellphone,cellphone,1 1 0
2402828.jpg,2,what are the blue and yellow objects painted on the wall,,1 1 1 1 1 1 1 1 1 1 1
2399959.jpg,2,where is the blue couch,,1 1 1 1 1
2361048.jpg,2,what kind of computer is on the desk,,1 1 1 1 1 1 1 1
2399652.jpg,2,what color are the sides of the train,,1 1 1 1 1 1 1 1
2380735.jpg,1,what is the duck doing,duck,1 1 1 0 1
2376498.jpg,2,what kind of top is the child wearing,,1 1 1 1 1 1 1 1
2357983.jpg,1,what shirt color is the person wearing,shirt,1 0 1 1 1 1 1
2412523.jpg,2,what is the woman holding,,1 1 1 1 1
907.jpg,1,what is on the dog walker's head,dog,1 1 1 1 0 1 1
2322953.jpg,2,what team is up to bat,,1 1 1 1 1 1
2320223.jpg,2,where is this woman,,1 1 1 1
2394959.jpg,2,what are on the table,,1 1 1 1 1
2414483.jpg,2,where is the helmet,,1 1 1 1
2368786.jpg,1,what is the building made of,building,1 1 1 0 1 1
2396843.jpg,2,what is behind the man,,1 1 1 1 1
2371537.jpg,1,what is beyond the fence,fence,1 1 1 1 0
2343715.jpg,1,what is next to the umbrella,umbrella,1 1 1 1 1 0
2398612.jpg,2,how is the suitcase carried,,1 1 1 1 1
2369389.jpg,1,what is the sign on,sign,1 1 1 0 1
2375666.jpg,2,what is the yogo truck colored,,1 1 1 1 1 1
2405317.jpg,2,how many pieces has the sandwich been cut into,,1 1 1 1 1 1 1 1 1
2414514.jpg,1,what type of pants is the boy with the backpack wearing,pants,1 1 1 0 1 1 1 1 1 1 1
2393474.jpg,1,where is the plane going,plane,1 1 1 0 1
2347869.jpg,2,what color is the woman's hair,,1 1 1 1 1 1
2360917.jpg,2,what is the water in,,1 1 1 1 1
2344239.jpg,1,what stand is the bus parked,bus,1 1 1 1 0 1
45.jpg,1,how many layers does the cake have,cake,1 1 1 1 1 0 1
2402846.jpg,2,what elephant has a two toned ear,,1 1 1 1 1 1 1
2359533.jpg,2,what direction is the man walking,,1 1 1 1 1 1
2394743.jpg,1,where is the food,food,1 1 1 0
2372407.jpg,1,how is the water,water,1 1 1 0
2328279.jpg,1,where are the swan,swan,1 1 1 0
2351246.jpg,1,what is on the side of the road,road,1 1 1 1 1 1 1 0
150480.jpg,1,how is the girl's hair cut,hair,1 1 1 1 0 1
2369859.jpg,2,what is the door made of,,1 1 1 1 1 1
2365384.jpg,2,what is the banana,,1 1 1 1
2388699.jpg,2,how is the giraffe positioned,,1 1 1 1 1
2361425.jpg,2,what is the pizza cut like,,1 1 1 1 1 1
2348115.jpg,2,what is in the sky,,1 1 1 1 1
2400435.jpg,1,what number is on the green sign,number,1 0 1 1 1 1 1
2407189.jpg,1,what color is the man's shirt,shirt,1 1 1 1 1 0
2355841.jpg,2,what is the floor made of,,1 1 1 1 1 1
2397201.jpg,2,what are behind the buildings,,1 1 1 1 1
2410364.jpg,2,what colors in the toothbrush,,1 1 1 1 1
2372313.jpg,2,how is the banana,,1 1 1 1
2358366.jpg,2,what is the girl eating,,1 1 1 1 1
2417473.jpg,1,what is the gender of the person on the grass,grass,1 1 1 1 1 1 1 1 1 0
2345242.jpg,1,what color is the woman's skirt,skirt,1 1 1 1 1 0
2405644.jpg,1,who is holding a purple umbrella,umbrella,1 1 1 1 1 0
2405869.jpg,1,who is wearing blue,blue,1 1 1 0
2362683.jpg,2,what is along the tracks,,1 1 1 1 1
2390717.jpg,2,what part of an elephant can be seen,,1 1 1 1 1 1 1 1
2415973.jpg,1,what are the kids on,kids,1 1 1 0 1
2398226.jpg,2,what does the man have,,1 1 1 1 1
2399782.jpg,2,what is over the stop sign,,1 1 1 1 1 1
2396191.jpg,1,what state is the water,water,1 1 1 1 0
2344894.jpg,1,what is on the window,window,1 1 1 1 0
2389076.jpg,2,what is in the wall over the sink,,1 1 1 1 1 1 1 1
2406485.jpg,2,what color is the dog's collar,,1 1 1 1 1 1
2327409.jpg,1,what is under the pizza,pizza,1 1 1 1 0
2368329.jpg,2,what is behind the cloth,,1 1 1 1 1
227.jpg,1,what is the blob of stuff on the end of the toothbrush,toothbrush,1 1 1 1 1 1 1 1 1 1 1 0
2345646.jpg,2,what color is the couch,,1 1 1 1 1
2391587.jpg,2,what are the green objects on the tree branches,,1 1 1 1 1 1 1 1 1
2352442.jpg,1,what shade is the man's jacket,jacket,1 1 1 1 1 0
2385220.jpg,1,what is the color of the man's shorts,shorts,1 1 1 1 1 1 1 0
2332862.jpg,1,what is connecting the keyboard to computer,computer,1 1 1 1 1 1 0
2396113.jpg,1,what color is the frisbee,frisbee,1 1 1 1 0
2373844.jpg,2,who is next to kite,,1 1 1 1 1
2372308.jpg,2,what kind of headboard,,1 1 1 1
2384627.jpg,1,what is the man wearing,man,1 1 1 0 1
2405810.jpg,2,what color is the woman's purse,,1 1 1 1 1 1
2411034.jpg,1,who is riding a skateboard,skateboard,1 1 1 1 0
2394250.jpg,1,what is the cow laying in,cow,1 1 1 0 1 1
1592264.jpg,1,where is the dog,dog,1 1 1 0
2343227.jpg,2,where is the car,,1 1 1 1
2393655.jpg,2,what is next to the pizza,,1 1 1 1 1 1
2390695.jpg,2,where is the bicycle,,1 1 1 1
2358327.jpg,2,what type of fruit or vegetable is red behind the bananas,,1 1 1 1 1 1 1 1 1 1 1
2364954.jpg,2,what is above each window,,1 1 1 1 1
2414748.jpg,2,what color is the wording on the street,,1 1 1 1 1 1 1 1
2366193.jpg,1,where is the brown table,table,1 1 1 1 0
2316182.jpg,1,what is dog jumping into,dog,1 1 0 1 1
2373759.jpg,2,what items on the beach offer shade,,1 1 1 1 1 1 1
2411934.jpg,1,what gender is the person on the right,person,1 1 1 1 0 1 1 1
2359917.jpg,2,what color is the stuffed bear,,1 1 1 1 1 1
2403093.jpg,2,why is the food being put in the oven,,1 1 1 1 1 1 1 1 1
2391154.jpg,2,what hue is pizza,,1 1 1 1
2388864.jpg,2,why are the people on the carriage doing,,1 1 1 1 1 1 1 1
2347842.jpg,1,what's the color of the sky,sky,1 1 1 1 1 0
2410364.jpg,2,what color is the back of the toothbrush handle,,1 1 1 1 1 1 1 1 1
2328867.jpg,2,what color is bed frame,,1 1 1 1 1
2367946.jpg,2,what is the building made of,,1 1 1 1 1 1
2370352.jpg,2,why is the bear looking down,,1 1 1 1 1 1
2334479.jpg,1,what useful object is on the outside of the building,building,1 1 1 1 1 1 1 1 1 0
2404861.jpg,2,who is wearing black shorts,,1 1 1 1 1
2371828.jpg,2,what is all over the ground,,1 1 1 1 1 1
2364044.jpg,2,where are the fallen sticks,,1 1 1 1 1
2369375.jpg,1,what is the toilet made of,toilet,1 1 1 0 1 1
2316898.jpg,1,what type of cabinet,cabinet,1 1 1 0
2317682.jpg,1,what is under the tv,tv,1 1 1 1 0
2374488.jpg,2,what color is the fire hydrant,,1 1 1 1 1 1
2367248.jpg,2,where is the trailer,,1 1 1 1
1592844.jpg,1,who is sitting on the bench,bench,1 1 1 1 1 0
2413361.jpg,2,what is in front of the window,,1 1 1 1 1 1 1
2367504.jpg,2,what is the sign on,,1 1 1 1 1
2355250.jpg,1,how is the ground,ground,1 1 1 0
2373940.jpg,2,where is the vase,,1 1 1 1
2408097.jpg,2,what is on the table,,1 1 1 1 1
2413052.jpg,2,what color is the sink,,1 1 1 1 1
2351076.jpg,2,what color is the ground,,1 1 1 1 1
2374368.jpg,2,who is handling a slice of cake,,1 1 1 1 1 1 1
2372528.jpg,2,what is the train on,,1 1 1 1 1
2371177.jpg,1,what fruit is on the table,table,1 1 1 1 1 0
2416041.jpg,1,what color is the toilet,toilet,1 1 1 1 0
2384924.jpg,2,how many tires are in the picture,,1 1 1 1 1 1 1
2387935.jpg,1,what number of people appear to be wearing glasses,people,1 1 1 0 1 1 1 1 1
2377407.jpg,1,where is the pizza,pizza,1 1 1 0
2388111.jpg,1,where is the number marking on the train,train,1 1 1 1 1 1 1 0
2333310.jpg,2,who is on the table,,1 1 1 1 1
2400589.jpg,2,what is the clock made of,,1 1 1 1 1 1
2417188.jpg,1,where is the wooden chair,chair,1 1 1 1 0
2317934.jpg,2,what does the truck have printed below the windshield,,1 1 1 1 1 1 1 1 1
2414920.jpg,2,where is the car,,1 1 1 1
2364462.jpg,1,where is a coffee mug,mug,1 1 1 1 0
3994.jpg,1,what type of vegetable is on the plate,plate,1 1 1 1 1 1 1 0
2330471.jpg,1,where is the ambulance,ambulance,1 1 1 0
2359388.jpg,2,what is the person carrying,,1 1 1 1 1
2414354.jpg,2,where are the trees,,1 1 1 1
2387914.jpg,2,what kind of hands are on the clock,,1 1 1 1 1 1 1 1
2403210.jpg,2,what one color is the dirt,,1 1 1 1 1 1
2401097.jpg,2,what is white on the trees,,1 1 1 1 1 1
2315847.jpg,1,where are the crackers,crackers,1 1 1 0
4408.jpg,1,where are the yellow wheels,wheels,1 1 1 1 0
2349846.jpg,2,what web address is on the photo,,1 1 1 1 1 1 1
2366377.jpg,1,what color is the fence,fence,1 1 1 1 0
2374474.jpg,2,what is on the building,,1 1 1 1 1
2320227.jpg,1,what color is the grass,grass,1 1 1 1 0
2409907.jpg,1,what shape is the kite,kite,1 1 1 1 0
2399953.jpg,2,where is the man looking,,1 1 1 1 1
2354879.jpg,1,what is the boy holding,boy,1 1 1 0 1
2396142.jpg,2,what is on the man face,,1 1 1 1 1 1
4563.jpg,1,what is boy wearing,boy,1 1 0 1
2350272.jpg,1,what color is the court,court,1 1 1 1 0
2396103.jpg,2,why is the man in the water,,1 1 1 1 1 1 1
2374330.jpg,1,where is the plane,plane,1 1 1 0
2317018.jpg,1,what are the cows eating,cows,1 1 1 0 1
2325875.jpg,2,what color is the helmet,,1 1 1 1 1
2416633.jpg,1,what does the sign at the top of the bus say,bus,1 1 1 1 1 1 1 1 1 0 1
2409477.jpg,2,why is the bike hanging,,1 1 1 1 1
2382469.jpg,1,where are the cows,cows,1 1 1 0
2340414.jpg,2,why are they playing soccer,,1 1 1 1 1
2319846.jpg,2,what color are the elephants,,1 1 1 1 1
2403806.jpg,2,what is sitting on the table,,1 1 1 1 1 1
2392690.jpg,2,what is the dog drinking,,1 1 1 1 1
2399719.jpg,1,what shade car is parked next to the motorcycle,car,1 1 0 1 1 1 1 1 1
2334902.jpg,1,what color is the man's shirt,shirt,1 1 1 1 1 0
2366963.jpg,2,what is the shape of the donut,,1 1 1 1 1 1 1
2400553.jpg,2,what traffic light is lit,,1 1 1 1 1
2370114.jpg,1,what is in the sky,sky,1 1 1 1 0
2368933.jpg,2,what background color is the behind the person,,1 1 1 1 1 1 1 1
2339122.jpg,1,what is the surfer wearing,surfer,1 1 1 0 1
2382751.jpg,1,what way is the truck facing,truck,1 1 1 1 0 1
2361366.jpg,2,what is on the bed,,1 1 1 1 1
2370553.jpg,2,what is the person holding,,1 1 1 1 1
2369915.jpg,2,why is the umbrella wet,,1 1 1 1 1
2356402.jpg,2,how many pizzas are to the left of the laptop,,1 1 1 1 1 1 1 1 1 1
2363142.jpg,2,what is by the house in the corner,,1 1 1 1 1 1 1 1
2393967.jpg,1,what seems to be shown on the papers,papers,1 1 1 1 1 1 1 0
2363983.jpg,2,what is the floor made of,,1 1 1 1 1 1
2373070.jpg,2,what is the boy doing,,1 1 1 1 1
2415909.jpg,1,how many handles are on the toilet,toilet,1 1 1 1 1 1 0
2365911.jpg,2,what kind of rug,,1 1 1 1
2373469.jpg,2,who is on a bench,,1 1 1 1 1
2360874.jpg,2,what kind of box,,1 1 1 1
2351878.jpg,1,who is skating around the cone,cone,1 1 1 1 1 0
2397385.jpg,2,what is the shape of the slices,,1 1 1 1 1 1 1
2333564.jpg,1,what is on the tracks,tracks,1 1 1 1 0
2371795.jpg,2,what is on the horses nose,,1 1 1 1 1 1
2333022.jpg,1,what is above the bed,bed,1 1 1 1 0
2373911.jpg,2,what is the tint of the plaid button down shirt collar,,1 1 1 1 1 1 1 1 1 1 1
2400385.jpg,2,what is the person doing,,1 1 1 1 1
2396956.jpg,1,where are these people walking,people,1 1 1 0 1
2361825.jpg,2,what color is the street name sign,,1 1 1 1 1 1 1
2400785.jpg,1,where is head of the bear at,bear,1 1 1 1 1 0 1
2351984.jpg,1,where is the metal railing,railing,1 1 1 1 0
2389321.jpg,1,what color is the table,table,1 1 1 1 0
2364560.jpg,2,what food is this,,1 1 1 1
2363181.jpg,1,why are the flowers in the vase,vase,1 1 1 1 1 1 0
2409597.jpg,1,where is the roof of the jeep,jeep,1 1 1 1 1 1 0
2334.jpg,1,what is the pizza sitting on,pizza,1 1 1 0 1 1
2409701.jpg,2,what color is the cell phone,,1 1 1 1 1 1
1977.jpg,1,what pattern are the zebras,zebras,1 1 1 1 0
2342378.jpg,1,what is the cup sitting on,cup,1 1 1 0 1 1
2315656.jpg,1,what team is the batter on,batter,1 1 1 1 0 1
2361276.jpg,2,what is the chair color,,1 1 1 1 1
2413220.jpg,1,what can you see in the snow,snow,1 1 1 1 1 1 0
2389528.jpg,2,where is the train,,1 1 1 1
2349177.jpg,2,what is on the ground,,1 1 1 1 1
2370902.jpg,2,what is to the left of the mother polar bear,,1 1 1 1 1 1 1 1 1 1
2346052.jpg,1,what color is the tower primarily,tower,1 1 1 1 0 1
2364397.jpg,1,what has a w in the netting,w,1 1 1 0 1 1 1
2366855.jpg,2,where is the hearse,,1 1 1 1
2401747.jpg,2,where are the lit candles,,1 1 1 1 1
2379570.jpg,1,what is lining the river,river,1 1 1 1 0
2343570.jpg,1,where is the person's right hand that is sitting on the right,hand,1 1 1 1 1 0 1 1 1 1 1 1
2363717.jpg,2,where is the pizza,,1 1 1 1
