,answer,image_filename,image_id,image_index,image_url,qa_id,question,question_error,question_error_closest_match,question_error_correction,question_error_correction_answer,question_error_new_question,question_is_premise_true
1,Brown.,2410521.jpg,2361530,58657,https://cs.stanford.edu/people/rak248/VG_100K/2361530.jpg,172221,What color is the woman's jacket?,,,,,,
2,One.,2327276.jpg,2361530,58657,https://cs.stanford.edu/people/rak248/VG_100K/2361530.jpg,465009,How many planes are there?,,,,,,
3,For the party.,2393746.jpg,2361438,58745,https://cs.stanford.edu/people/rak248/VG_100K/2361438.jpg,1566059,Why is the girl wearing all black?,,,,,,
4,Dog.,2384452.jpg,2361438,58745,https://cs.stanford.edu/people/rak248/VG_100K/2361438.jpg,551993,What kind of animal is this?,,,,,,
5,Skateboarding.,2410786.jpg,2361438,58745,https://cs.stanford.edu/people/rak248/VG_100K/2361438.jpg,1315989,What is happening?,,,,,,
6,His hand.,2388630.jpg,2361398,58785,https://cs.stanford.edu/people/rak248/VG_100K/2361398.jpg,1347801,What is propping up the man's head?,,,,,,
7,Rock.,2400576.jpg,2361398,58785,https://cs.stanford.edu/people/rak248/VG_100K/2361398.jpg,1225032,What is in the background?,,,,,,
8,An apple.,2355124.jpg,2361398,58785,https://cs.stanford.edu/people/rak248/VG_100K/2361398.jpg,831329,What is on the guy's shirt?,,,,,,
9,Behind the woman?.,2369532.jpg,2361374,58809,https://cs.stanford.edu/people/rak248/VG_100K/2361374.jpg,1825192,Where is the tree?,,,,,,
10,To keep it together.,2367330.jpg,2361374,58809,https://cs.stanford.edu/people/rak248/VG_100K/2361374.jpg,693579,Why is there string wrapped around the fabric?,,,,,,
11,On the left side.,2370641.jpg,2361374,58809,https://cs.stanford.edu/people/rak248/VG_100K/2361374.jpg,1846567,Where is the long grass?,,,,,,
12,Orange and white.,2406005.jpg,2361354,58828,https://cs.stanford.edu/people/rak248/VG_100K/2361354.jpg,1173548,What two colors are the words on the sign?,,,,,,
13,One.,2372061.jpg,2361354,58828,https://cs.stanford.edu/people/rak248/VG_100K/2361354.jpg,301324,How many vents are shown?,,,,,,
14,Past her shoulders.,2396624.jpg,2361354,58828,https://cs.stanford.edu/people/rak248/VG_100K/2361354.jpg,1581567,How long is the woman's hair?,,,,,,
15,Black.,2414054.jpg,2361319,58860,https://cs.stanford.edu/people/rak248/VG_100K/2361319.jpg,1023070,What color is the person's pants?,,,,,,
16,In the red bowl.,2391256.jpg,2361319,58860,https://cs.stanford.edu/people/rak248/VG_100K/2361319.jpg,1361979,Where are the long potatoes?,,,,,,
17,The walkway.,2388398.jpg,2361319,58860,https://cs.stanford.edu/people/rak248/VG_100K/2361319.jpg,1413492,Where are the elephants walking?,,,,,,
18,Sandy.,2388194.jpg,2361163,59007,https://cs.stanford.edu/people/rak248/VG_100K/2361163.jpg,485029,What kind of surface are the people walking on?,,,,,,
19,Light brown.,2406894.jpg,2361163,59007,https://cs.stanford.edu/people/rak248/VG_100K/2361163.jpg,201234,What color is the wood?,,,,,,
20,To eat.,2401862.jpg,2361163,59007,https://cs.stanford.edu/people/rak248/VG_100K/2361163.jpg,1252540,Why is the cake on the plate?,,,,,,
21,A match of tennis.,2367062.jpg,2361155,59014,https://cs.stanford.edu/people/rak248/VG_100K/2361155.jpg,1773761,What is the woman playing?,,,,,,
22,Intersection.,2397466.jpg,2361155,59014,https://cs.stanford.edu/people/rak248/VG_100K/2361155.jpg,733450,Where was this picture taken?,,,,,,
23,The yellow box.,2369307.jpg,2361155,59014,https://cs.stanford.edu/people/rak248/VG_100K/2361155.jpg,1820567,What box frames the sign?,,,,,,
24,One.,2352895.jpg,2361114,59053,https://cs.stanford.edu/people/rak248/VG_100K/2361114.jpg,513256,How many birds are in the air?,,,,,,
25,Milk cows.,2394205.jpg,2361114,59053,https://cs.stanford.edu/people/rak248/VG_100K/2361114.jpg,1377242,What kind of cows are these?,,,,,,
26,The sky.,2387570.jpg,2361114,59053,https://cs.stanford.edu/people/rak248/VG_100K/2361114.jpg,1409203,What is white in color?,,,,,,
27,The hands.,2404702.jpg,2361109,59058,https://cs.stanford.edu/people/rak248/VG_100K/2361109.jpg,1310897,What is in the air?,,,,,,
28,Head.,2375712.jpg,2361109,59058,https://cs.stanford.edu/people/rak248/VG_100K/2361109.jpg,1951369,What is to the right of the gray wooden pole?,,,,,,
29,Clear.,2364411.jpg,2361109,59058,https://cs.stanford.edu/people/rak248/VG_100K/2361109.jpg,695913,How is the photo?,,,,,,
30,No French fries.,2367756.jpg,2361095,59071,https://cs.stanford.edu/people/rak248/VG_100K/2361095.jpg,437202,Why is the French fries burnt?,,,,,,
31,A Train Yard.,2386150.jpg,2361095,59071,https://cs.stanford.edu/people/rak248/VG_100K/2361095.jpg,678527,Where was this picture taken?,,,,,,
32,Cars.,2349701.jpg,2361095,59071,https://cs.stanford.edu/people/rak248/VG_100K/2361095.jpg,323882,What is traveling on the road?,,,,,,
33,Waves.,2342080.jpg,2361050,59114,https://cs.stanford.edu/people/rak248/VG_100K/2361050.jpg,329988,What are they kite-surfing on?,,,,,,
34,A white toilet lid.,2375711.jpg,2361050,59114,https://cs.stanford.edu/people/rak248/VG_100K/2361050.jpg,1951302,What appears to be raised?,,,,,,
35,Indoor.,2360667.jpg,2361050,59114,https://cs.stanford.edu/people/rak248/VG_100K/2361050.jpg,762885,What type of scene is this?,,,,,,
36,Chairs.,2415425.jpg,2361043,59121,https://cs.stanford.edu/people/rak248/VG_100K/2361043.jpg,934553,What are people sitting on?,,,,,,
37,One.,2406272.jpg,2361043,59121,https://cs.stanford.edu/people/rak248/VG_100K/2361043.jpg,1180280,How many cars are pictured?,,,,,,
38,Sky.,2377867.jpg,2361043,59121,https://cs.stanford.edu/people/rak248/VG_100K/2361043.jpg,749127,What is blue?,,,,,,
39,Daytime.,2349036.jpg,2360933,59230,https://cs.stanford.edu/people/rak248/VG_100K/2360933.jpg,451574,When was this picture taken?,,,,,,
40,The man's left hand is extended on the side.,2390658.jpg,2360933,59230,https://cs.stanford.edu/people/rak248/VG_100K/2360933.jpg,1358953,Where is the man's left hand?,,,,,,
41,A woman.,2372621.jpg,2360933,59230,https://cs.stanford.edu/people/rak248/VG_100K/2360933.jpg,1888890,Who is riding a Vespa?,,,,,,
42,Cooking.,2398311.jpg,2360884,59277,https://cs.stanford.edu/people/rak248/VG_100K/2360884.jpg,1399840,What type of pot?,,,,,,
43,Bathroom.,2376278.jpg,2360884,59277,https://cs.stanford.edu/people/rak248/VG_100K/2360884.jpg,366609,Where was the photo taken?,,,,,,
44,No one.,2379481.jpg,2360884,59277,https://cs.stanford.edu/people/rak248/VG_100K/2360884.jpg,306073,Who is in the picture?,,,,,,
45,Rocks.,2394337.jpg,2360874,59287,https://cs.stanford.edu/people/rak248/VG_100K/2360874.jpg,1504932,What is in the water?,,,,,,
46,Daytime.,2373554.jpg,2360874,59287,https://cs.stanford.edu/people/rak248/VG_100K/2360874.jpg,496736,When was the photo taken?,,,,,,
47,2.,2413226.jpg,2360874,59287,https://cs.stanford.edu/people/rak248/VG_100K/2360874.jpg,1143652,How many surfboards are shown?,,,,,,
48,Brown.,2412893.jpg,2360850,59309,https://cs.stanford.edu/people/rak248/VG_100K/2360850.jpg,1135606,What color is the donut?,,,,,,
49,Daytime.,2330955.jpg,2360850,59309,https://cs.stanford.edu/people/rak248/VG_100K/2360850.jpg,530813,When was this?,,,,,,
50,Daytime.,2319628.jpg,2360850,59309,https://cs.stanford.edu/people/rak248/VG_100K/2360850.jpg,899323,When was this picture taken?,,,,,,
51,Asphalt.,2414832.jpg,2360769,59387,https://cs.stanford.edu/people/rak248/VG_100K/2360769.jpg,1031790,What is the parking lot probably paved with?,,,,,,
52,On a mountain.,2403429.jpg,2360769,59387,https://cs.stanford.edu/people/rak248/VG_100K/2360769.jpg,978044,Where was this picture taken?,,,,,,
53,A worm.,2359461.jpg,2360769,59387,https://cs.stanford.edu/people/rak248/VG_100K/2360769.jpg,1621800,What type of bug is in the bird's mouth?,,,,,,
54,Brown.,2386515.jpg,2360748,59408,https://cs.stanford.edu/people/rak248/VG_100K/2360748.jpg,486366,What color is the wood?,,,,,,
55,The sink.,2363141.jpg,2360748,59408,https://cs.stanford.edu/people/rak248/VG_100K/2360748.jpg,1695351,What is oval shaped?,,,,,,
56,Blue and white.,2406086.jpg,2360748,59408,https://cs.stanford.edu/people/rak248/VG_100K/2360748.jpg,1175439,What colors are on the helmet of the man in green?,,,,,,
57,Male.,2387601.jpg,2360747,59409,https://cs.stanford.edu/people/rak248/VG_100K/2360747.jpg,1409391,What gender is the kid on the left?,,,,,,
58,Stone tile.,2362599.jpg,2360747,59409,https://cs.stanford.edu/people/rak248/VG_100K/2360747.jpg,1684383,How is the flooring looks like?,,,,,,
59,The oven.,2377045.jpg,2360747,59409,https://cs.stanford.edu/people/rak248/VG_100K/2360747.jpg,1978428,What is the food inside?,,,,,,
60,Black.,2388226.jpg,2360686,59469,https://cs.stanford.edu/people/rak248/VG_100K/2360686.jpg,740845,What color are the shorts?,,,,,,
61,Dirt.,2405525.jpg,2360686,59469,https://cs.stanford.edu/people/rak248/VG_100K/2360686.jpg,1162632,What type of material are the zebras standing on?,,,,,,
62,Bearded man.,2408340.jpg,2360686,59469,https://cs.stanford.edu/people/rak248/VG_100K/2360686.jpg,1057736,Who has fist on face?,,,,,,
63,Triangular.,2369950.jpg,2360628,59526,https://cs.stanford.edu/people/rak248/VG_100K/2360628.jpg,1833501,What is shape of the pizza slices?,,,,,,
64,To take a pic.,2413337.jpg,2360628,59526,https://cs.stanford.edu/people/rak248/VG_100K/2360628.jpg,149692,Why are the foods arranged?,,,,,,
65,Man on the left.,2414227.jpg,2360628,59526,https://cs.stanford.edu/people/rak248/VG_100K/2360628.jpg,1020125,Who is wearing a flower?,,,,,,
66,Jeans.,2361095.jpg,2360613,59541,https://cs.stanford.edu/people/rak248/VG_100K/2360613.jpg,1655420,What kind of pants is the man wearing?,,,,,,
67,Three.,61537.jpg,2360613,59541,https://cs.stanford.edu/people/rak248/VG_100K/2360613.jpg,992257,How many stoplights are hanging over the street?,,,,,,
68,A building.,2411084.jpg,2360613,59541,https://cs.stanford.edu/people/rak248/VG_100K/2360613.jpg,1322316,What is in the background?,,,,,,
69,Blue.,2406867.jpg,2360611,59543,https://cs.stanford.edu/people/rak248/VG_100K/2360611.jpg,1194502,What color is the plate?,,,,,,
70,One.,2358860.jpg,2360611,59543,https://cs.stanford.edu/people/rak248/VG_100K/2360611.jpg,316563,How many automobiles are present?,,,,,,
71,On the white board.,2395361.jpg,2360611,59543,https://cs.stanford.edu/people/rak248/VG_100K/2360611.jpg,286539,Where are the pizzas already made at in the picture?,,,,,,
72,Locust drive.,2374260.jpg,2360509,59640,https://cs.stanford.edu/people/rak248/VG_100K/2360509.jpg,1922429,What is the sign for?,,,,,,
73,A building.,2396966.jpg,2360509,59640,https://cs.stanford.edu/people/rak248/VG_100K/2360509.jpg,1583383,What is behind the church?,,,,,,
74,White lines.,2407600.jpg,2360509,59640,https://cs.stanford.edu/people/rak248/VG_100K/2360509.jpg,1042119,What is aside the car?,,,,,,
75,One.,2366768.jpg,2360501,59648,https://cs.stanford.edu/people/rak248/VG_100K/2360501.jpg,630049,How many elephant trunks are in the water?,,,,,,
76,Blue.,2408030.jpg,2360501,59648,https://cs.stanford.edu/people/rak248/VG_100K/2360501.jpg,1050856,What color material is on boat front?,,,,,,
77,A dog.,2375995.jpg,2360501,59648,https://cs.stanford.edu/people/rak248/VG_100K/2360501.jpg,1957419,Who is playing with a frisbee?,,,,,,
78,White.,2368158.jpg,2360343,59797,https://cs.stanford.edu/people/rak248/VG_100K/2360343.jpg,1796342,What is the bus color?,,,,,,
79,Writing.,2369365.jpg,2360343,59797,https://cs.stanford.edu/people/rak248/VG_100K/2360343.jpg,1821734,What is on the blue sign?,,,,,,
80,Dark brown.,2404913.jpg,2360343,59797,https://cs.stanford.edu/people/rak248/VG_100K/2360343.jpg,1149171,What color is the bear?,,,,,,
81,Blue and tan.,2406916.jpg,2360248,59883,https://cs.stanford.edu/people/rak248/VG_100K/2360248.jpg,1195551,What color is the man's tie?,,,,,,
82,Remote control.,2367014.jpg,2360248,59883,https://cs.stanford.edu/people/rak248/VG_100K/2360248.jpg,501967,What is the cat holding?,,,,,,
83,Hand.,2398828.jpg,2360248,59883,https://cs.stanford.edu/people/rak248/VG_100K/2360248.jpg,1465766,What is on the bread?,,,,,,
84,Tent.,2363229.jpg,2360231,59899,https://cs.stanford.edu/people/rak248/VG_100K/2360231.jpg,1697013,What is above the crowd?,,,,,,
85,Bus route sign.,2372465.jpg,2360231,59899,https://cs.stanford.edu/people/rak248/VG_100K/2360231.jpg,1885352,What is on the pole?,,,,,,
86,Behind the bench.,2410809.jpg,2360231,59899,https://cs.stanford.edu/people/rak248/VG_100K/2360231.jpg,1316503,Where is the trio of tree trunks?,,,,,,
87,Daytime.,2373406.jpg,2360057,60066,https://cs.stanford.edu/people/rak248/VG_100K/2360057.jpg,752702,When was it shot?,,,,,,
88,Oval.,2413635.jpg,2360057,60066,https://cs.stanford.edu/people/rak248/VG_100K/2360057.jpg,1010999,What shape is the man's face?,,,,,,
89,Behind the door.,2394954.jpg,2360057,60066,https://cs.stanford.edu/people/rak248/VG_100K/2360057.jpg,1445845,Where is the screen?,,,,,,
90,Sunny.,2409364.jpg,2360012,60110,https://cs.stanford.edu/people/rak248/VG_100K/2360012.jpg,1080586,How is the weather?,,,,,,
91,Six.,2324958.jpg,2360012,60110,https://cs.stanford.edu/people/rak248/VG_100K/2360012.jpg,856684,How many pillows are showing?,,,,,,
92,White.,2413094.jpg,2360012,60110,https://cs.stanford.edu/people/rak248/VG_100K/2360012.jpg,1140532,What color is the word POLO?,,,,,,
93,Asphalt.,2400683.jpg,2359897,60222,https://cs.stanford.edu/people/rak248/VG_100K/2359897.jpg,1227418,What is the parking lot made of?,,,,,,
94,Sky.,2411144.jpg,2359897,60222,https://cs.stanford.edu/people/rak248/VG_100K/2359897.jpg,1323464,Where is the plane?,,,,,,
95,By the ocean.,2374864.jpg,2359897,60222,https://cs.stanford.edu/people/rak248/VG_100K/2359897.jpg,1935161,Where is this sport likely happening?,,,,,,
96,White.,2411968.jpg,2359864,60254,https://cs.stanford.edu/people/rak248/VG_100K/2359864.jpg,1114519,What color are the streets written in?,,,,,,
97,Sitting.,2360776.jpg,2359864,60254,https://cs.stanford.edu/people/rak248/VG_100K/2359864.jpg,1648836,Where is the baby?,,,,,,
98,Jockeys.,2391802.jpg,2359864,60254,https://cs.stanford.edu/people/rak248/VG_100K/2359864.jpg,1431171,Who is riding the horses?,,,,,,
99,Three.,2379318.jpg,2359736,60374,https://cs.stanford.edu/people/rak248/VG_100K/2359736.jpg,364176,How many people's faces are visible?,,,,,,
100,On a road.,2359431.jpg,2359736,60374,https://cs.stanford.edu/people/rak248/VG_100K/2359736.jpg,1621191,Where was this photo taken?,,,,,,
101,On the steep incline in the background.,2373983.jpg,2359736,60374,https://cs.stanford.edu/people/rak248/VG_100K/2359736.jpg,1917409,Where are the trees?,,,,,,
102,It took place at a donut shop.,2323609.jpg,2359724,60386,https://cs.stanford.edu/people/rak248/VG_100K/2359724.jpg,867477,Where did this take place?,,,,,,
103,Black.,19.jpg,2359724,60386,https://cs.stanford.edu/people/rak248/VG_100K/2359724.jpg,988951,What color is the monitor?,,,,,,
104,Two.,2357963.jpg,2359724,60386,https://cs.stanford.edu/people/rak248/VG_100K/2359724.jpg,253274,How many players are in the photo?,,,,,,
105,Black and blue.,2380795.jpg,2359581,60520,https://cs.stanford.edu/people/rak248/VG_100K/2359581.jpg,490939,What colors are the man's backpack?,,,,,,
106,Cream.,2318677.jpg,2359581,60520,https://cs.stanford.edu/people/rak248/VG_100K/2359581.jpg,906930,What is the color of the hat?,,,,,,
107,Morning time.,2387762.jpg,2359581,60520,https://cs.stanford.edu/people/rak248/VG_100K/2359581.jpg,1473144,What time of day is it?,,,,,,
108,Light.,2376242.jpg,2359481,60618,https://cs.stanford.edu/people/rak248/VG_100K/2359481.jpg,1962448,What is on top of the truck?,,,,,,
109,1:50.,2376517.jpg,2359481,60618,https://cs.stanford.edu/people/rak248/VG_100K/2359481.jpg,430296,When is the picture taken?,,,,,,
110,Yellow.,2397536.jpg,2359481,60618,https://cs.stanford.edu/people/rak248/VG_100K/2359481.jpg,413588,What color are the lights?,,,,,,
111,A platform.,2374396.jpg,2359411,60685,https://cs.stanford.edu/people/rak248/VG_100K/2359411.jpg,1925160,What are the people standing on?,,,,,,
112,On the trains.,2361697.jpg,2359411,60685,https://cs.stanford.edu/people/rak248/VG_100K/2359411.jpg,1666735,Where are the windows?,,,,,,
113,Fish.,2395729.jpg,2359411,60685,https://cs.stanford.edu/people/rak248/VG_100K/2359411.jpg,1386108,What is the bear trying to find?,,,,,,
114,Walking.,2390512.jpg,2359400,60696,https://cs.stanford.edu/people/rak248/VG_100K/2359400.jpg,1485578,What is the girl doing?,,,,,,
115,DVDs.,2373997.jpg,2359400,60696,https://cs.stanford.edu/people/rak248/VG_100K/2359400.jpg,1917687,What is on the shelves?,,,,,,
116,A man.,2379995.jpg,2359400,60696,https://cs.stanford.edu/people/rak248/VG_100K/2359400.jpg,491579,Who is wearing black shorts?,,,,,,
117,Ancient Greek man and woman.,2392432.jpg,2359366,60730,https://cs.stanford.edu/people/rak248/VG_100K/2359366.jpg,1368237,Who is painted on a smaller vase?,,,,,,
118,To produce milk.,2399999.jpg,2359366,60730,https://cs.stanford.edu/people/rak248/VG_100K/2359366.jpg,347628,Why do you feed milk cows?,,,,,,
119,Six.,2413217.jpg,2359366,60730,https://cs.stanford.edu/people/rak248/VG_100K/2359366.jpg,1143432,How many people are in the picture?,,,,,,
120,Green.,2337308.jpg,2359344,60751,https://cs.stanford.edu/people/rak248/VG_100K/2359344.jpg,653598,What color is the grass?,,,,,,
121,Pizza.,2415094.jpg,2359344,60751,https://cs.stanford.edu/people/rak248/VG_100K/2359344.jpg,1037130,What is in the box?,,,,,,
122,Clouds.,2398753.jpg,2359344,60751,https://cs.stanford.edu/people/rak248/VG_100K/2359344.jpg,540569,What is in the sky?,,,,,,
123,Black.,2408207.jpg,2359250,60839,https://cs.stanford.edu/people/rak248/VG_100K/2359250.jpg,1054829,What color are the ropes?,,,,,,
124,One.,2383352.jpg,2359250,60839,https://cs.stanford.edu/people/rak248/VG_100K/2359250.jpg,552877,How many trains in picture?,,,,,,
125,A wall in the building.,2360875.jpg,2359250,60839,https://cs.stanford.edu/people/rak248/VG_100K/2359250.jpg,1650843,What is the clock in front of?,,,,,,
126,Brown.,2351582.jpg,2359239,60850,https://cs.stanford.edu/people/rak248/VG_100K/2359239.jpg,258357,What color are the walls?,,,,,,
127,Dasani.,2323953.jpg,2359239,60850,https://cs.stanford.edu/people/rak248/VG_100K/2359239.jpg,864724,What brand of water is the woman drinking?,,,,,,
128,In the street.,150444.jpg,2359239,60850,https://cs.stanford.edu/people/rak248/VG_100K/2359239.jpg,1004481,Where is a traffic island?,,,,,,
129,12:43.,2359290.jpg,2359190,60899,https://cs.stanford.edu/people/rak248/VG_100K/2359190.jpg,700014,What time does the clock say approximately?,,,,,,
130,1.,2401069.jpg,2359190,60899,https://cs.stanford.edu/people/rak248/VG_100K/2359190.jpg,1235907,What is the number of donuts not inside the machine?,,,,,,
131,Green.,2363428.jpg,2359190,60899,https://cs.stanford.edu/people/rak248/VG_100K/2359190.jpg,632720,What color is the truck?,,,,,,
132,It is for attires.,2370061.jpg,2359143,60943,https://cs.stanford.edu/people/rak248/VG_100K/2359143.jpg,1835460,Why is there a display?,,,,,,
133,Toaster.,2372117.jpg,2359143,60943,https://cs.stanford.edu/people/rak248/VG_100K/2359143.jpg,1877740,What appliance is behind the fruit?,,,,,,
134,Tan.,2347977.jpg,2359143,60943,https://cs.stanford.edu/people/rak248/VG_100K/2359143.jpg,452287,What color is the stone wall?,,,,,,
135,Tomatoes.,2410376.jpg,2359052,61032,https://cs.stanford.edu/people/rak248/VG_100K/2359052.jpg,1102351,What is the red vegetable on the pizza?,,,,,,
136,Trunk.,2393252.jpg,2359052,61032,https://cs.stanford.edu/people/rak248/VG_100K/2359052.jpg,1499666,What is curled and grey?,,,,,,
137,Apple.,2362745.jpg,2359052,61032,https://cs.stanford.edu/people/rak248/VG_100K/2359052.jpg,1687611,What kind of pie is in the photo?,,,,,,
138,Daytime.,2405187.jpg,2358940,61137,https://cs.stanford.edu/people/rak248/VG_100K/2358940.jpg,214894,When was the picture taken?,,,,,,
139,Identify streets.,2391767.jpg,2358940,61137,https://cs.stanford.edu/people/rak248/VG_100K/2358940.jpg,1430990,Why are there two green signs?,,,,,,
140,Short.,2372871.jpg,2358940,61137,https://cs.stanford.edu/people/rak248/VG_100K/2358940.jpg,689143,Why is the woman standing on the toilet?,,,,,,
141,Seat.,2406432.jpg,2358790,61280,https://cs.stanford.edu/people/rak248/VG_100K/2358790.jpg,1184734,What is black and leather?,,,,,,
142,Sand.,2411034.jpg,2358790,61280,https://cs.stanford.edu/people/rak248/VG_100K/2358790.jpg,168117,What is on the ground?,,,,,,
143,Brown spots.,2367258.jpg,2358790,61280,https://cs.stanford.edu/people/rak248/VG_100K/2358790.jpg,1777403,What is on the giraffe?,,,,,,
144,A napkin.,2373873.jpg,2358634,61432,https://cs.stanford.edu/people/rak248/VG_100K/2358634.jpg,1915094,What is on the left side of the plate?,,,,,,
145,To wave.,2362218.jpg,2358634,61432,https://cs.stanford.edu/people/rak248/VG_100K/2358634.jpg,377859,Why is he jumping?,,,,,,
146,A clock.,2411999.jpg,2358634,61432,https://cs.stanford.edu/people/rak248/VG_100K/2358634.jpg,1115100,What is hanging on the wall?,,,,,,
147,Its brown.,2412379.jpg,2358614,61451,https://cs.stanford.edu/people/rak248/VG_100K/2358614.jpg,157353,What color is the water?,,,,,,
148,The pole is metal.,2398838.jpg,2358614,61451,https://cs.stanford.edu/people/rak248/VG_100K/2358614.jpg,1527380,What is metal next to the cat?,,,,,,
149,A building.,2411001.jpg,2358614,61451,https://cs.stanford.edu/people/rak248/VG_100K/2358614.jpg,1320710,What is the clock on?,,,,,,
150,Above the bear.,2398314.jpg,2358589,61476,https://cs.stanford.edu/people/rak248/VG_100K/2358589.jpg,1462890,Where is the buoy?,,,,,,
151,On the street.,2347809.jpg,2358589,61476,https://cs.stanford.edu/people/rak248/VG_100K/2358589.jpg,645206,Where was the picture taken?,,,,,,
152,The tourist.,2391231.jpg,2358589,61476,https://cs.stanford.edu/people/rak248/VG_100K/2358589.jpg,674454,Who took the picture?,,,,,,
153,Clear skies.,2369832.jpg,2358583,61481,https://cs.stanford.edu/people/rak248/VG_100K/2358583.jpg,563688,What is the weather like?,,,,,,
154,One.,2352068.jpg,2358583,61481,https://cs.stanford.edu/people/rak248/VG_100K/2358583.jpg,641804,How many cows are in the picture?,,,,,,
155,On the red shirt.,2408002.jpg,2358583,61481,https://cs.stanford.edu/people/rak248/VG_100K/2358583.jpg,192375,"Where does it say ""Wisconsin""?",,,,,,
156,Rubber.,2404632.jpg,2358428,61629,https://cs.stanford.edu/people/rak248/VG_100K/2358428.jpg,1309347,What are the tires made of?,,,,,,
157,Shinny metal.,2368221.jpg,2358428,61629,https://cs.stanford.edu/people/rak248/VG_100K/2358428.jpg,1797710,What material is the pizza pan?,,,,,,
158,Laying.,2353453.jpg,2358428,61629,https://cs.stanford.edu/people/rak248/VG_100K/2358428.jpg,576768,What is the cat doing?,,,,,,
159,Green with larger foamy spray.,2371179.jpg,2358333,61721,https://cs.stanford.edu/people/rak248/VG_100K/2358333.jpg,1858052,How is the water?,,,,,,
160,Teal.,2369918.jpg,2358333,61721,https://cs.stanford.edu/people/rak248/VG_100K/2358333.jpg,371699,What color is the shoe?,,,,,,
161,His rear end.,2391395.jpg,2358333,61721,https://cs.stanford.edu/people/rak248/VG_100K/2358333.jpg,1553898,What part of the Zebra is this?,,,,,,
162,Three.,2365345.jpg,2358227,61825,https://cs.stanford.edu/people/rak248/VG_100K/2358227.jpg,959491,How many plants are shown?,,,,,,
163,A can.,2350613.jpg,2358227,61825,https://cs.stanford.edu/people/rak248/VG_100K/2358227.jpg,579041,What is next to the cat?,,,,,,
164,On the ground.,2403049.jpg,2358227,61825,https://cs.stanford.edu/people/rak248/VG_100K/2358227.jpg,1274207,Where are the three guys sitting?,,,,,,
165,Windowsill.,2364294.jpg,2358217,61835,https://cs.stanford.edu/people/rak248/VG_100K/2358217.jpg,1719072,Where is the cat?,,,,,,
166,The man intends to take a selfie.,2369151.jpg,2358217,61835,https://cs.stanford.edu/people/rak248/VG_100K/2358217.jpg,1817340,Why is the man holding a phone up?,,,,,,
167,Food.,2392971.jpg,2358217,61835,https://cs.stanford.edu/people/rak248/VG_100K/2358217.jpg,1371230,What is in the man's mouth?,,,,,,
168,Eating leaves.,2410471.jpg,2358202,61849,https://cs.stanford.edu/people/rak248/VG_100K/2358202.jpg,1110527,What is the giraffe doing?,,,,,,
169,Wine glass.,2368829.jpg,2358202,61849,https://cs.stanford.edu/people/rak248/VG_100K/2358202.jpg,628393,What kind of glass is on the counter?,,,,,,
170,Table.,2376662.jpg,2358202,61849,https://cs.stanford.edu/people/rak248/VG_100K/2358202.jpg,1971063,Where are the hotdogs?,,,,,,
171,An elephant.,2334248.jpg,2357989,62050,https://cs.stanford.edu/people/rak248/VG_100K/2357989.jpg,656044,What kind of animal is this?,,,,,,
172,A bench.,2369277.jpg,2357989,62050,https://cs.stanford.edu/people/rak248/VG_100K/2357989.jpg,1819906,What is the dog sitting on?,,,,,,
173,Guard.,2413449.jpg,2357989,62050,https://cs.stanford.edu/people/rak248/VG_100K/2357989.jpg,1007058,What are the top bunk rails for?,,,,,,
174,It is dry.,2375301.jpg,2357986,62053,https://cs.stanford.edu/people/rak248/VG_100K/2357986.jpg,1943211,How much water is in the street?,,,,,,
175,Four.,2395169.jpg,2357986,62053,https://cs.stanford.edu/people/rak248/VG_100K/2357986.jpg,607319,How many windows are in the building on right?,,,,,,
176,Projector.,2373513.jpg,2357986,62053,https://cs.stanford.edu/people/rak248/VG_100K/2357986.jpg,560731,What object is on the cart in the center of the room?,,,,,,
177,An orange tie.,2387935.jpg,2357950,62085,https://cs.stanford.edu/people/rak248/VG_100K/2357950.jpg,1535490,What is visible?,,,,,,
178,At a train station.,2405976.jpg,2357950,62085,https://cs.stanford.edu/people/rak248/VG_100K/2357950.jpg,208578,Where is this picture taken?,,,,,,
179,Black and white.,2363835.jpg,2357950,62085,https://cs.stanford.edu/people/rak248/VG_100K/2357950.jpg,504510,What color is the poster?,,,,,,
180,A circle.,2322349.jpg,2357821,62209,https://cs.stanford.edu/people/rak248/VG_100K/2357821.jpg,877561,What shape is in the center of the colors?,,,,,,
181,To hit a ball.,2413995.jpg,2357821,62209,https://cs.stanford.edu/people/rak248/VG_100K/2357821.jpg,1147808,Why is the woman swinging the racket?,,,,,,
182,Near building.,2406391.jpg,2357821,62209,https://cs.stanford.edu/people/rak248/VG_100K/2357821.jpg,1183648,Where are the signs?,,,,,,
183,Brown.,2322500.jpg,2357809,62220,https://cs.stanford.edu/people/rak248/VG_100K/2357809.jpg,876347,What color is the horse?,,,,,,
184,It appears to be wet.,2401345.jpg,2357809,62220,https://cs.stanford.edu/people/rak248/VG_100K/2357809.jpg,1242195,How does the sidewalk pavement appear?,,,,,,
185,On the tracks.,2394871.jpg,2357809,62220,https://cs.stanford.edu/people/rak248/VG_100K/2357809.jpg,1572526,Where is the train?,,,,,,
186,The are made of steel.,2369130.jpg,2357807,62222,https://cs.stanford.edu/people/rak248/VG_100K/2357807.jpg,1816861,What ae the steps in train made of?,,,,,,
