,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,answer,image_filename,image_id,image_index,image_url,qa_id,question,question_error,question_error_closest_match,question_error_correction,question_error_correction_answer,question_error_new_question,question_is_premise_true
2462,2462,2462,59,59,59,The oven.,2377045.jpg,2360747,59409,https://cs.stanford.edu/people/rak248/VG_100K/2360747.jpg,1978428,What is the food inside?,,,,,,
2463,2463,2463,60,60,60,Black.,2388226.jpg,2360686,59469,https://cs.stanford.edu/people/rak248/VG_100K/2360686.jpg,740845,What color are the shorts?,,,,,,
2464,2464,2464,61,61,61,Dirt.,2405525.jpg,2360686,59469,https://cs.stanford.edu/people/rak248/VG_100K/2360686.jpg,1162632,What type of material are the zebras standing on?,,,,,,
2465,2465,2465,62,62,62,Bearded man.,2408340.jpg,2360686,59469,https://cs.stanford.edu/people/rak248/VG_100K/2360686.jpg,1057736,Who has fist on face?,,,,,,
2466,2466,2466,63,63,63,Triangular.,2369950.jpg,2360628,59526,https://cs.stanford.edu/people/rak248/VG_100K/2360628.jpg,1833501,What is shape of the pizza slices?,,,,,,
2467,2467,2467,64,64,64,To take a pic.,2413337.jpg,2360628,59526,https://cs.stanford.edu/people/rak248/VG_100K/2360628.jpg,149692,Why are the foods arranged?,,,,,,
2468,2468,2468,65,65,65,Man on the left.,2414227.jpg,2360628,59526,https://cs.stanford.edu/people/rak248/VG_100K/2360628.jpg,1020125,Who is wearing a flower?,,,,,,
2469,2469,2469,66,66,66,Jeans.,2361095.jpg,2360613,59541,https://cs.stanford.edu/people/rak248/VG_100K/2360613.jpg,1655420,What kind of pants is the man wearing?,,,,,,
2470,2470,2470,67,67,67,Three.,61537.jpg,2360613,59541,https://cs.stanford.edu/people/rak248/VG_100K/2360613.jpg,992257,How many stoplights are hanging over the street?,,,,,,
2471,2471,2471,68,68,68,A building.,2411084.jpg,2360613,59541,https://cs.stanford.edu/people/rak248/VG_100K/2360613.jpg,1322316,What is in the background?,,,,,,
2472,2472,2472,69,69,69,Blue.,2406867.jpg,2360611,59543,https://cs.stanford.edu/people/rak248/VG_100K/2360611.jpg,1194502,What color is the plate?,,,,,,
2473,2473,2473,70,70,70,One.,2358860.jpg,2360611,59543,https://cs.stanford.edu/people/rak248/VG_100K/2360611.jpg,316563,How many automobiles are present?,,,,,,
2474,2474,2474,71,71,71,On the white board.,2395361.jpg,2360611,59543,https://cs.stanford.edu/people/rak248/VG_100K/2360611.jpg,286539,Where are the pizzas already made at in the picture?,,,,,,
2475,2475,2475,72,72,72,Locust drive.,2374260.jpg,2360509,59640,https://cs.stanford.edu/people/rak248/VG_100K/2360509.jpg,1922429,What is the sign for?,,,,,,
2476,2476,2476,73,73,73,A building.,2396966.jpg,2360509,59640,https://cs.stanford.edu/people/rak248/VG_100K/2360509.jpg,1583383,What is behind the church?,,,,,,
2477,2477,2477,74,74,74,White lines.,2407600.jpg,2360509,59640,https://cs.stanford.edu/people/rak248/VG_100K/2360509.jpg,1042119,What is aside the car?,,,,,,
2478,2478,2478,75,75,75,One.,2366768.jpg,2360501,59648,https://cs.stanford.edu/people/rak248/VG_100K/2360501.jpg,630049,How many elephant trunks are in the water?,,,,,,
2479,2479,2479,76,76,76,Blue.,2408030.jpg,2360501,59648,https://cs.stanford.edu/people/rak248/VG_100K/2360501.jpg,1050856,What color material is on boat front?,,,,,,
2480,2480,2480,77,77,77,A dog.,2375995.jpg,2360501,59648,https://cs.stanford.edu/people/rak248/VG_100K/2360501.jpg,1957419,Who is playing with a frisbee?,,,,,,
2481,2481,2481,78,78,78,White.,2368158.jpg,2360343,59797,https://cs.stanford.edu/people/rak248/VG_100K/2360343.jpg,1796342,What is the bus color?,,,,,,
2482,2482,2482,79,79,79,Writing.,2369365.jpg,2360343,59797,https://cs.stanford.edu/people/rak248/VG_100K/2360343.jpg,1821734,What is on the blue sign?,,,,,,
2483,2483,2483,80,80,80,Dark brown.,2404913.jpg,2360343,59797,https://cs.stanford.edu/people/rak248/VG_100K/2360343.jpg,1149171,What color is the bear?,,,,,,
2484,2484,2484,81,81,81,Blue and tan.,2406916.jpg,2360248,59883,https://cs.stanford.edu/people/rak248/VG_100K/2360248.jpg,1195551,What color is the man's tie?,,,,,,
2485,2485,2485,82,82,82,Remote control.,2367014.jpg,2360248,59883,https://cs.stanford.edu/people/rak248/VG_100K/2360248.jpg,501967,What is the cat holding?,,,,,,
2486,2486,2486,83,83,83,Hand.,2398828.jpg,2360248,59883,https://cs.stanford.edu/people/rak248/VG_100K/2360248.jpg,1465766,What is on the bread?,,,,,,
2487,2487,2487,84,84,84,Tent.,2363229.jpg,2360231,59899,https://cs.stanford.edu/people/rak248/VG_100K/2360231.jpg,1697013,What is above the crowd?,,,,,,
2488,2488,2488,85,85,85,Bus route sign.,2372465.jpg,2360231,59899,https://cs.stanford.edu/people/rak248/VG_100K/2360231.jpg,1885352,What is on the pole?,,,,,,
2489,2489,2489,86,86,86,Behind the bench.,2410809.jpg,2360231,59899,https://cs.stanford.edu/people/rak248/VG_100K/2360231.jpg,1316503,Where is the trio of tree trunks?,,,,,,
2490,2490,2490,87,87,87,Daytime.,2373406.jpg,2360057,60066,https://cs.stanford.edu/people/rak248/VG_100K/2360057.jpg,752702,When was it shot?,,,,,,
2491,2491,2491,88,88,88,Oval.,2413635.jpg,2360057,60066,https://cs.stanford.edu/people/rak248/VG_100K/2360057.jpg,1010999,What shape is the man's face?,,,,,,
2492,2492,2492,89,89,89,Behind the door.,2394954.jpg,2360057,60066,https://cs.stanford.edu/people/rak248/VG_100K/2360057.jpg,1445845,Where is the screen?,,,,,,
2493,2493,2493,90,90,90,Sunny.,2409364.jpg,2360012,60110,https://cs.stanford.edu/people/rak248/VG_100K/2360012.jpg,1080586,How is the weather?,,,,,,
2494,2494,2494,91,91,91,Six.,2324958.jpg,2360012,60110,https://cs.stanford.edu/people/rak248/VG_100K/2360012.jpg,856684,How many pillows are showing?,,,,,,
2495,2495,2495,92,92,92,White.,2413094.jpg,2360012,60110,https://cs.stanford.edu/people/rak248/VG_100K/2360012.jpg,1140532,What color is the word POLO?,,,,,,
2496,2496,2496,93,93,93,Asphalt.,2400683.jpg,2359897,60222,https://cs.stanford.edu/people/rak248/VG_100K/2359897.jpg,1227418,What is the parking lot made of?,,,,,,
2497,2497,2497,94,94,94,Sky.,2411144.jpg,2359897,60222,https://cs.stanford.edu/people/rak248/VG_100K/2359897.jpg,1323464,Where is the plane?,,,,,,
2498,2498,2498,95,95,95,By the ocean.,2374864.jpg,2359897,60222,https://cs.stanford.edu/people/rak248/VG_100K/2359897.jpg,1935161,Where is this sport likely happening?,,,,,,
2499,2499,2499,96,96,96,White.,2411968.jpg,2359864,60254,https://cs.stanford.edu/people/rak248/VG_100K/2359864.jpg,1114519,What color are the streets written in?,,,,,,
2500,2500,2500,97,97,97,Sitting.,2360776.jpg,2359864,60254,https://cs.stanford.edu/people/rak248/VG_100K/2359864.jpg,1648836,Where is the baby?,,,,,,
2501,2501,2501,98,98,98,Jockeys.,2391802.jpg,2359864,60254,https://cs.stanford.edu/people/rak248/VG_100K/2359864.jpg,1431171,Who is riding the horses?,,,,,,
2502,2502,2502,99,99,99,Three.,2379318.jpg,2359736,60374,https://cs.stanford.edu/people/rak248/VG_100K/2359736.jpg,364176,How many people's faces are visible?,,,,,,
2503,2503,2503,100,100,100,On a road.,2359431.jpg,2359736,60374,https://cs.stanford.edu/people/rak248/VG_100K/2359736.jpg,1621191,Where was this photo taken?,,,,,,
2504,2504,2504,101,101,101,On the steep incline in the background.,2373983.jpg,2359736,60374,https://cs.stanford.edu/people/rak248/VG_100K/2359736.jpg,1917409,Where are the trees?,,,,,,
2505,2505,2505,102,102,102,It took place at a donut shop.,2323609.jpg,2359724,60386,https://cs.stanford.edu/people/rak248/VG_100K/2359724.jpg,867477,Where did this take place?,,,,,,
2506,2506,2506,103,103,103,Black.,19.jpg,2359724,60386,https://cs.stanford.edu/people/rak248/VG_100K/2359724.jpg,988951,What color is the monitor?,,,,,,
2507,2507,2507,104,104,104,Two.,2357963.jpg,2359724,60386,https://cs.stanford.edu/people/rak248/VG_100K/2359724.jpg,253274,How many players are in the photo?,,,,,,
2508,2508,2508,105,105,105,Black and blue.,2380795.jpg,2359581,60520,https://cs.stanford.edu/people/rak248/VG_100K/2359581.jpg,490939,What colors are the man's backpack?,,,,,,
2509,2509,2509,106,106,106,Cream.,2318677.jpg,2359581,60520,https://cs.stanford.edu/people/rak248/VG_100K/2359581.jpg,906930,What is the color of the hat?,,,,,,
2510,2510,2510,107,107,107,Morning time.,2387762.jpg,2359581,60520,https://cs.stanford.edu/people/rak248/VG_100K/2359581.jpg,1473144,What time of day is it?,,,,,,
2511,2511,2511,108,108,108,Light.,2376242.jpg,2359481,60618,https://cs.stanford.edu/people/rak248/VG_100K/2359481.jpg,1962448,What is on top of the truck?,,,,,,
2512,2512,2512,109,109,109,1:50.,2376517.jpg,2359481,60618,https://cs.stanford.edu/people/rak248/VG_100K/2359481.jpg,430296,When is the picture taken?,,,,,,
2513,2513,2513,110,110,110,Yellow.,2397536.jpg,2359481,60618,https://cs.stanford.edu/people/rak248/VG_100K/2359481.jpg,413588,What color are the lights?,,,,,,
2514,2514,2514,111,111,111,A platform.,2374396.jpg,2359411,60685,https://cs.stanford.edu/people/rak248/VG_100K/2359411.jpg,1925160,What are the people standing on?,,,,,,
2515,2515,2515,112,112,112,On the trains.,2361697.jpg,2359411,60685,https://cs.stanford.edu/people/rak248/VG_100K/2359411.jpg,1666735,Where are the windows?,,,,,,
2516,2516,2516,113,113,113,Fish.,2395729.jpg,2359411,60685,https://cs.stanford.edu/people/rak248/VG_100K/2359411.jpg,1386108,What is the bear trying to find?,,,,,,
2517,2517,2517,114,114,114,Walking.,2390512.jpg,2359400,60696,https://cs.stanford.edu/people/rak248/VG_100K/2359400.jpg,1485578,What is the girl doing?,,,,,,
2518,2518,2518,115,115,115,DVDs.,2373997.jpg,2359400,60696,https://cs.stanford.edu/people/rak248/VG_100K/2359400.jpg,1917687,What is on the shelves?,,,,,,
2519,2519,2519,116,116,116,A man.,2379995.jpg,2359400,60696,https://cs.stanford.edu/people/rak248/VG_100K/2359400.jpg,491579,Who is wearing black shorts?,,,,,,
2520,2520,2520,117,117,117,Ancient Greek man and woman.,2392432.jpg,2359366,60730,https://cs.stanford.edu/people/rak248/VG_100K/2359366.jpg,1368237,Who is painted on a smaller vase?,,,,,,
2521,2521,2521,118,118,118,To produce milk.,2399999.jpg,2359366,60730,https://cs.stanford.edu/people/rak248/VG_100K/2359366.jpg,347628,Why do you feed milk cows?,,,,,,
2522,2522,2522,119,119,119,Six.,2413217.jpg,2359366,60730,https://cs.stanford.edu/people/rak248/VG_100K/2359366.jpg,1143432,How many people are in the picture?,,,,,,
2523,2523,2523,120,120,120,Green.,2337308.jpg,2359344,60751,https://cs.stanford.edu/people/rak248/VG_100K/2359344.jpg,653598,What color is the grass?,,,,,,
2524,2524,2524,121,121,121,Pizza.,2415094.jpg,2359344,60751,https://cs.stanford.edu/people/rak248/VG_100K/2359344.jpg,1037130,What is in the box?,,,,,,
2525,2525,2525,122,122,122,Clouds.,2398753.jpg,2359344,60751,https://cs.stanford.edu/people/rak248/VG_100K/2359344.jpg,540569,What is in the sky?,,,,,,
2526,2526,2526,123,123,123,Black.,2408207.jpg,2359250,60839,https://cs.stanford.edu/people/rak248/VG_100K/2359250.jpg,1054829,What color are the ropes?,,,,,,
2527,2527,2527,124,124,124,One.,2383352.jpg,2359250,60839,https://cs.stanford.edu/people/rak248/VG_100K/2359250.jpg,552877,How many trains in picture?,,,,,,
2528,2528,2528,125,125,125,A wall in the building.,2360875.jpg,2359250,60839,https://cs.stanford.edu/people/rak248/VG_100K/2359250.jpg,1650843,What is the clock in front of?,,,,,,
2529,2529,2529,126,126,126,Brown.,2351582.jpg,2359239,60850,https://cs.stanford.edu/people/rak248/VG_100K/2359239.jpg,258357,What color are the walls?,,,,,,
2530,2530,2530,127,127,127,Dasani.,2323953.jpg,2359239,60850,https://cs.stanford.edu/people/rak248/VG_100K/2359239.jpg,864724,What brand of water is the woman drinking?,,,,,,
2531,2531,2531,128,128,128,In the street.,150444.jpg,2359239,60850,https://cs.stanford.edu/people/rak248/VG_100K/2359239.jpg,1004481,Where is a traffic island?,,,,,,
2532,2532,2532,129,129,129,12:43.,2359290.jpg,2359190,60899,https://cs.stanford.edu/people/rak248/VG_100K/2359190.jpg,700014,What time does the clock say approximately?,,,,,,
2533,2533,2533,130,130,130,1.,2401069.jpg,2359190,60899,https://cs.stanford.edu/people/rak248/VG_100K/2359190.jpg,1235907,What is the number of donuts not inside the machine?,,,,,,
2534,2534,2534,131,131,131,Green.,2363428.jpg,2359190,60899,https://cs.stanford.edu/people/rak248/VG_100K/2359190.jpg,632720,What color is the truck?,,,,,,
2535,2535,2535,132,132,132,It is for attires.,2370061.jpg,2359143,60943,https://cs.stanford.edu/people/rak248/VG_100K/2359143.jpg,1835460,Why is there a display?,,,,,,
2536,2536,2536,133,133,133,Toaster.,2372117.jpg,2359143,60943,https://cs.stanford.edu/people/rak248/VG_100K/2359143.jpg,1877740,What appliance is behind the fruit?,,,,,,
2537,2537,2537,134,134,134,Tan.,2347977.jpg,2359143,60943,https://cs.stanford.edu/people/rak248/VG_100K/2359143.jpg,452287,What color is the stone wall?,,,,,,
2538,2538,2538,135,135,135,Tomatoes.,2410376.jpg,2359052,61032,https://cs.stanford.edu/people/rak248/VG_100K/2359052.jpg,1102351,What is the red vegetable on the pizza?,,,,,,
2539,2539,2539,136,136,136,Trunk.,2393252.jpg,2359052,61032,https://cs.stanford.edu/people/rak248/VG_100K/2359052.jpg,1499666,What is curled and grey?,,,,,,
2540,2540,2540,137,137,137,Apple.,2362745.jpg,2359052,61032,https://cs.stanford.edu/people/rak248/VG_100K/2359052.jpg,1687611,What kind of pie is in the photo?,,,,,,
2541,2541,2541,138,138,138,Daytime.,2405187.jpg,2358940,61137,https://cs.stanford.edu/people/rak248/VG_100K/2358940.jpg,214894,When was the picture taken?,,,,,,
2542,2542,2542,139,139,139,Identify streets.,2391767.jpg,2358940,61137,https://cs.stanford.edu/people/rak248/VG_100K/2358940.jpg,1430990,Why are there two green signs?,,,,,,
2543,2543,2543,140,140,140,Short.,2372871.jpg,2358940,61137,https://cs.stanford.edu/people/rak248/VG_100K/2358940.jpg,689143,Why is the woman standing on the toilet?,,,,,,
2544,2544,2544,141,141,141,Seat.,2406432.jpg,2358790,61280,https://cs.stanford.edu/people/rak248/VG_100K/2358790.jpg,1184734,What is black and leather?,,,,,,
2545,2545,2545,142,142,142,Sand.,2411034.jpg,2358790,61280,https://cs.stanford.edu/people/rak248/VG_100K/2358790.jpg,168117,What is on the ground?,,,,,,
2546,2546,2546,143,143,143,Brown spots.,2367258.jpg,2358790,61280,https://cs.stanford.edu/people/rak248/VG_100K/2358790.jpg,1777403,What is on the giraffe?,,,,,,
2547,2547,2547,144,144,144,A napkin.,2373873.jpg,2358634,61432,https://cs.stanford.edu/people/rak248/VG_100K/2358634.jpg,1915094,What is on the left side of the plate?,,,,,,
2548,2548,2548,145,145,145,To wave.,2362218.jpg,2358634,61432,https://cs.stanford.edu/people/rak248/VG_100K/2358634.jpg,377859,Why is he jumping?,,,,,,
2549,2549,2549,146,146,146,A clock.,2411999.jpg,2358634,61432,https://cs.stanford.edu/people/rak248/VG_100K/2358634.jpg,1115100,What is hanging on the wall?,,,,,,
2550,2550,2550,147,147,147,Its brown.,2412379.jpg,2358614,61451,https://cs.stanford.edu/people/rak248/VG_100K/2358614.jpg,157353,What color is the water?,,,,,,
2551,2551,2551,148,148,148,The pole is metal.,2398838.jpg,2358614,61451,https://cs.stanford.edu/people/rak248/VG_100K/2358614.jpg,1527380,What is metal next to the cat?,,,,,,
2552,2552,2552,149,149,149,A building.,2411001.jpg,2358614,61451,https://cs.stanford.edu/people/rak248/VG_100K/2358614.jpg,1320710,What is the clock on?,,,,,,
2553,2553,2553,150,150,150,Above the bear.,2398314.jpg,2358589,61476,https://cs.stanford.edu/people/rak248/VG_100K/2358589.jpg,1462890,Where is the buoy?,,,,,,
2554,2554,2554,151,151,151,On the street.,2347809.jpg,2358589,61476,https://cs.stanford.edu/people/rak248/VG_100K/2358589.jpg,645206,Where was the picture taken?,,,,,,
2555,2555,2555,152,152,152,The tourist.,2391231.jpg,2358589,61476,https://cs.stanford.edu/people/rak248/VG_100K/2358589.jpg,674454,Who took the picture?,,,,,,
2556,2556,2556,153,153,153,Clear skies.,2369832.jpg,2358583,61481,https://cs.stanford.edu/people/rak248/VG_100K/2358583.jpg,563688,What is the weather like?,,,,,,
2557,2557,2557,154,154,154,One.,2352068.jpg,2358583,61481,https://cs.stanford.edu/people/rak248/VG_100K/2358583.jpg,641804,How many cows are in the picture?,,,,,,
2558,2558,2558,155,155,155,On the red shirt.,2408002.jpg,2358583,61481,https://cs.stanford.edu/people/rak248/VG_100K/2358583.jpg,192375,"Where does it say ""Wisconsin""?",,,,,,
2559,2559,2559,156,156,156,Rubber.,2404632.jpg,2358428,61629,https://cs.stanford.edu/people/rak248/VG_100K/2358428.jpg,1309347,What are the tires made of?,,,,,,
2560,2560,2560,157,157,157,Shinny metal.,2368221.jpg,2358428,61629,https://cs.stanford.edu/people/rak248/VG_100K/2358428.jpg,1797710,What material is the pizza pan?,,,,,,
2561,2561,2561,158,158,158,Laying.,2353453.jpg,2358428,61629,https://cs.stanford.edu/people/rak248/VG_100K/2358428.jpg,576768,What is the cat doing?,,,,,,
2562,2562,2562,159,159,159,Green with larger foamy spray.,2371179.jpg,2358333,61721,https://cs.stanford.edu/people/rak248/VG_100K/2358333.jpg,1858052,How is the water?,,,,,,
2563,2563,2563,160,160,160,Teal.,2369918.jpg,2358333,61721,https://cs.stanford.edu/people/rak248/VG_100K/2358333.jpg,371699,What color is the shoe?,,,,,,
2564,2564,2564,161,161,161,His rear end.,2391395.jpg,2358333,61721,https://cs.stanford.edu/people/rak248/VG_100K/2358333.jpg,1553898,What part of the Zebra is this?,,,,,,
2565,2565,2565,162,162,162,Three.,2365345.jpg,2358227,61825,https://cs.stanford.edu/people/rak248/VG_100K/2358227.jpg,959491,How many plants are shown?,,,,,,
2566,2566,2566,163,163,163,A can.,2350613.jpg,2358227,61825,https://cs.stanford.edu/people/rak248/VG_100K/2358227.jpg,579041,What is next to the cat?,,,,,,
2567,2567,2567,164,164,164,On the ground.,2403049.jpg,2358227,61825,https://cs.stanford.edu/people/rak248/VG_100K/2358227.jpg,1274207,Where are the three guys sitting?,,,,,,
2568,2568,2568,165,165,165,Windowsill.,2364294.jpg,2358217,61835,https://cs.stanford.edu/people/rak248/VG_100K/2358217.jpg,1719072,Where is the cat?,,,,,,
2569,2569,2569,166,166,166,The man intends to take a selfie.,2369151.jpg,2358217,61835,https://cs.stanford.edu/people/rak248/VG_100K/2358217.jpg,1817340,Why is the man holding a phone up?,,,,,,
2570,2570,2570,167,167,167,Food.,2392971.jpg,2358217,61835,https://cs.stanford.edu/people/rak248/VG_100K/2358217.jpg,1371230,What is in the man's mouth?,,,,,,
2571,2571,2571,168,168,168,Eating leaves.,2410471.jpg,2358202,61849,https://cs.stanford.edu/people/rak248/VG_100K/2358202.jpg,1110527,What is the giraffe doing?,,,,,,
2572,2572,2572,169,169,169,Wine glass.,2368829.jpg,2358202,61849,https://cs.stanford.edu/people/rak248/VG_100K/2358202.jpg,628393,What kind of glass is on the counter?,,,,,,
2573,2573,2573,170,170,170,Table.,2376662.jpg,2358202,61849,https://cs.stanford.edu/people/rak248/VG_100K/2358202.jpg,1971063,Where are the hotdogs?,,,,,,
2574,2574,2574,171,171,171,An elephant.,2334248.jpg,2357989,62050,https://cs.stanford.edu/people/rak248/VG_100K/2357989.jpg,656044,What kind of animal is this?,,,,,,
2575,2575,2575,172,172,172,A bench.,2369277.jpg,2357989,62050,https://cs.stanford.edu/people/rak248/VG_100K/2357989.jpg,1819906,What is the dog sitting on?,,,,,,
2576,2576,2576,173,173,173,Guard.,2413449.jpg,2357989,62050,https://cs.stanford.edu/people/rak248/VG_100K/2357989.jpg,1007058,What are the top bunk rails for?,,,,,,
2577,2577,2577,174,174,174,It is dry.,2375301.jpg,2357986,62053,https://cs.stanford.edu/people/rak248/VG_100K/2357986.jpg,1943211,How much water is in the street?,,,,,,
2578,2578,2578,175,175,175,Four.,2395169.jpg,2357986,62053,https://cs.stanford.edu/people/rak248/VG_100K/2357986.jpg,607319,How many windows are in the building on right?,,,,,,
2579,2579,2579,176,176,176,Projector.,2373513.jpg,2357986,62053,https://cs.stanford.edu/people/rak248/VG_100K/2357986.jpg,560731,What object is on the cart in the center of the room?,,,,,,
2580,2580,2580,177,177,177,An orange tie.,2387935.jpg,2357950,62085,https://cs.stanford.edu/people/rak248/VG_100K/2357950.jpg,1535490,What is visible?,,,,,,
2581,2581,2581,178,178,178,At a train station.,2405976.jpg,2357950,62085,https://cs.stanford.edu/people/rak248/VG_100K/2357950.jpg,208578,Where is this picture taken?,,,,,,
2582,2582,2582,179,179,179,Black and white.,2363835.jpg,2357950,62085,https://cs.stanford.edu/people/rak248/VG_100K/2357950.jpg,504510,What color is the poster?,,,,,,
2583,2583,2583,180,180,180,A circle.,2322349.jpg,2357821,62209,https://cs.stanford.edu/people/rak248/VG_100K/2357821.jpg,877561,What shape is in the center of the colors?,,,,,,
2584,2584,2584,181,181,181,To hit a ball.,2413995.jpg,2357821,62209,https://cs.stanford.edu/people/rak248/VG_100K/2357821.jpg,1147808,Why is the woman swinging the racket?,,,,,,
2585,2585,2585,182,182,182,Near building.,2406391.jpg,2357821,62209,https://cs.stanford.edu/people/rak248/VG_100K/2357821.jpg,1183648,Where are the signs?,,,,,,
2586,2586,2586,183,183,183,Brown.,2322500.jpg,2357809,62220,https://cs.stanford.edu/people/rak248/VG_100K/2357809.jpg,876347,What color is the horse?,,,,,,
2587,2587,2587,184,184,184,It appears to be wet.,2401345.jpg,2357809,62220,https://cs.stanford.edu/people/rak248/VG_100K/2357809.jpg,1242195,How does the sidewalk pavement appear?,,,,,,
2588,2588,2588,185,185,185,On the tracks.,2394871.jpg,2357809,62220,https://cs.stanford.edu/people/rak248/VG_100K/2357809.jpg,1572526,Where is the train?,,,,,,
2589,2589,2589,186,186,186,The are made of steel.,2369130.jpg,2357807,62222,https://cs.stanford.edu/people/rak248/VG_100K/2357807.jpg,1816861,What ae the steps in train made of?,,,,,,
2590,2590,2590,187,187,187,A white stripe.,2408880.jpg,2357807,62222,https://cs.stanford.edu/people/rak248/VG_100K/2357807.jpg,1069528,What is on the top of the jet?,,,,,,
2591,2591,2591,188,188,188,Sheep.,2366484.jpg,2357807,62222,https://cs.stanford.edu/people/rak248/VG_100K/2357807.jpg,1762549,What is this thing animal?,,,,,,
2592,2592,2592,189,189,189,3.,2358334.jpg,2357718,62309,https://cs.stanford.edu/people/rak248/VG_100K/2357718.jpg,508915,How many sin are there?,,,,,,
2593,2593,2593,190,190,190,Striped rug.,2398240.jpg,2357718,62309,https://cs.stanford.edu/people/rak248/VG_100K/2357718.jpg,1462402,What kind of rug is on the floor?,,,,,,
2594,2594,2594,191,191,191,White.,2411247.jpg,2357718,62309,https://cs.stanford.edu/people/rak248/VG_100K/2357718.jpg,1325674,What is the main color of the number 3?,,,,,,
2595,2595,2595,192,192,192,No one.,2382398.jpg,2357653,62372,https://cs.stanford.edu/people/rak248/VG_100K/2357653.jpg,361718,Who is sitting in the chair?,,,,,,
2596,2596,2596,193,193,193,Comforter.,2351316.jpg,2357653,62372,https://cs.stanford.edu/people/rak248/VG_100K/2357653.jpg,449863,What appear to be directly under child on bed?,,,,,,
2597,2597,2597,194,194,194,One.,2370724.jpg,2357653,62372,https://cs.stanford.edu/people/rak248/VG_100K/2357653.jpg,818845,How many broke scissors is in the photo?,,,,,,
2598,2598,2598,195,195,195,Nothing.,2373223.jpg,2357536,62481,https://cs.stanford.edu/people/rak248/VG_100K/2357536.jpg,241070,What is in the toilet?,,,,,,
2599,2599,2599,196,196,196,8:33.,2371196.jpg,2357536,62481,https://cs.stanford.edu/people/rak248/VG_100K/2357536.jpg,1858410,What time is it?,,,,,,
2600,2600,2600,197,197,197,White.,2385389.jpg,2357536,62481,https://cs.stanford.edu/people/rak248/VG_100K/2357536.jpg,615144,What Color is the man's visor?,,,,,,
2601,2601,2601,198,198,198,Bike.,2374266.jpg,2357489,62525,https://cs.stanford.edu/people/rak248/VG_100K/2357489.jpg,1922556,What mode of transportation is on the grass?,,,,,,
2602,2602,2602,199,199,199,On the XII.,2400099.jpg,2357489,62525,https://cs.stanford.edu/people/rak248/VG_100K/2357489.jpg,1214446,Where is the minute hand?,,,,,,
2603,2603,2603,200,200,200,Flags.,2391675.jpg,2357489,62525,https://cs.stanford.edu/people/rak248/VG_100K/2357489.jpg,1430507,What are tied onto the poles?,,,,,,
2604,2604,2604,201,201,201,The background.,2396536.jpg,2357445,62567,https://cs.stanford.edu/people/rak248/VG_100K/2357445.jpg,1516188,What is out of focus?,,,,,,
2605,2605,2605,202,202,202,Black and Brown.,2347122.jpg,2357445,62567,https://cs.stanford.edu/people/rak248/VG_100K/2357445.jpg,261925,What color are the giraffe's spots?,,,,,,
2606,2606,2606,203,203,203,Skateboarding.,2408136.jpg,2357445,62567,https://cs.stanford.edu/people/rak248/VG_100K/2357445.jpg,1053282,What sport is taking place in the picture?,,,,,,
2607,2607,2607,204,204,204,Daytime.,2407258.jpg,2357437,62575,https://cs.stanford.edu/people/rak248/VG_100K/2357437.jpg,198321,When was the picture taken?,,,,,,
2608,2608,2608,205,205,205,A sandwich.,2358331.jpg,2357437,62575,https://cs.stanford.edu/people/rak248/VG_100K/2357437.jpg,1598412,What type of food is this?,,,,,,
2609,2609,2609,206,206,206,Air show.,2402697.jpg,2357437,62575,https://cs.stanford.edu/people/rak248/VG_100K/2357437.jpg,1267063,Why are the plane flying so closely?,,,,,,
2610,2610,2610,207,207,207,In muffin.,2364060.jpg,2357342,62666,https://cs.stanford.edu/people/rak248/VG_100K/2357342.jpg,1714251,Where is the spinach?,,,,,,
2611,2611,2611,208,208,208,Leaves.,2369947.jpg,2357342,62666,https://cs.stanford.edu/people/rak248/VG_100K/2357342.jpg,1833411,What is surrounding the broccoli stalk?,,,,,,
2612,2612,2612,209,209,209,Girl in red sweater.,2415228.jpg,2357342,62666,https://cs.stanford.edu/people/rak248/VG_100K/2357342.jpg,1040072,Who has blonde hair?,,,,,,
2613,2613,2613,210,210,210,14.,2404186.jpg,2357290,62714,https://cs.stanford.edu/people/rak248/VG_100K/2357290.jpg,1298522,What number is on the umpire's shirt?,,,,,,
2614,2614,2614,211,211,211,Compass Bus.,2393708.jpg,2357290,62714,https://cs.stanford.edu/people/rak248/VG_100K/2357290.jpg,608498,What is the bus company?,,,,,,
2615,2615,2615,212,212,212,Military vehicles.,2365691.jpg,2357290,62714,https://cs.stanford.edu/people/rak248/VG_100K/2357290.jpg,1746927,What is in the field?,,,,,,
2616,2616,2616,213,213,213,String.,2404226.jpg,2357048,62936,https://cs.stanford.edu/people/rak248/VG_100K/2357048.jpg,1299515,How is the kite attached to the person flying it?,,,,,,
2617,2617,2617,214,214,214,White.,2316596.jpg,2357048,62936,https://cs.stanford.edu/people/rak248/VG_100K/2357048.jpg,923580,What color is the toilet?,,,,,,
2618,2618,2618,215,215,215,The girl.,2392808.jpg,2357048,62936,https://cs.stanford.edu/people/rak248/VG_100K/2357048.jpg,609215,Who is riding the horse?,,,,,,
2619,2619,2619,216,216,216,In the rear on the right.,2376805.jpg,2357045,62938,https://cs.stanford.edu/people/rak248/VG_100K/2357045.jpg,1973871,Where is the house that is more visible?,,,,,,
